project_id,date,weather_delay_hours
1060,2025-07-10,1
1060,2025-08-09,3
1060,2025-08-27,1
1060,2025-09-26,0
1060,2025-10-26,0
1060,2025-11-25,1
1060,2025-12-20,0
1060,2026-01-19,0
1060,2026-02-18,1
1060,2026-03-20,2
1061,1999-11-20,1
1061,1999-12-20,2
1061,2000-01-19,0
1061,2000-02-18,3
1061,2000-03-11,0
1061,2000-04-10,1
1061,2000-05-10,1
1061,2000-06-09,2
1061,2000-07-09,3
1061,2000-08-08,4
1061,2000-08-13,4
1061,2000-09-12,2
1061,2000-10-12,0
1061,2000-11-11,3
1061,2000-12-11,1
1061,2000-12-25,2
1061,2001-01-24,1
1061,2001-02-23,1
1061,2001-03-25,1
1061,2001-04-24,3
1061,2001-05-15,2
1061,2001-06-14,2
1061,2001-07-14,1
1061,2001-08-13,1
1062,2011-05-14,1
1062,2011-06-13,0
1062,2011-07-13,1
1062,2011-08-06,3
1062,2011-09-05,0
1062,2011-10-05,1
1062,2011-11-04,1
1062,2011-11-23,0
1062,2011-12-23,3
1062,2012-01-22,0
1062,2012-02-21,2
1062,2012-03-12,3
1062,2012-04-11,2
1062,2012-05-11,0
1062,2012-06-08,2
1062,2012-07-08,2
1062,2012-08-07,1
1062,2012-09-06,4
1063,2015-09-20,2
1063,2015-10-20,2
1063,2015-11-19,2
1063,2015-11-21,0
1063,2015-12-21,2
1063,2016-01-20,0
1063,2016-02-19,1
1063,2016-02-21,2
1063,2016-03-22,2
1063,2016-04-21,0
1063,2016-05-07,2
1063,2016-06-06,1
1063,2016-07-06,1
1063,2016-07-26,0
1063,2016-08-25,3
1064,1999-02-06,0
1064,1999-03-08,1
1064,1999-04-07,0
1064,1999-04-28,0
1064,1999-05-28,1
1064,1999-06-27,2
1064,1999-07-27,0
1064,1999-08-03,3
1064,1999-09-02,3
1064,1999-10-02,2
1064,1999-10-13,3
1064,1999-11-12,5
1064,1999-12-12,0
1064,1999-12-17,2
1064,2000-01-16,1
1064,2000-02-15,1
1065,1998-08-23,1
1065,1998-09-22,1
1065,1998-10-22,2
1065,1998-11-21,4
1065,1998-12-08,1
1065,1999-01-07,0
1065,1999-02-06,2
1065,1999-03-08,2
1065,1999-04-07,0
1065,1999-04-15,4
1065,1999-05-15,3
1065,1999-06-14,1
1065,1999-07-14,2
1065,1999-08-13,0
1065,1999-08-18,2
1065,1999-09-17,0
1065,1999-10-17,3
1065,1999-11-16,0
1065,1999-12-16,2
1065,1999-12-24,3
1065,2000-01-23,1
1065,2000-02-22,0
1065,2000-03-23,0
1066,1999-05-27,3
1066,1999-06-26,2
1066,1999-07-26,0
1066,1999-08-25,2
1066,1999-09-12,4
1066,1999-10-12,3
1066,1999-11-11,0
1066,1999-12-11,1
1066,2000-01-10,2
1066,2000-01-30,2
1066,2000-02-29,1
1066,2000-03-30,0
1066,2000-04-29,2
1066,2000-05-17,3
1066,2000-06-16,1
1066,2000-07-16,1
1066,2000-08-15,1
1066,2000-08-20,3
1066,2000-09-19,1
1066,2000-10-19,1
1066,2000-11-18,3
1066,2000-12-18,0
1066,2001-01-17,3
1067,2019-02-20,1
1067,2019-03-22,2
1067,2019-04-21,1
1067,2019-05-21,1
1067,2019-06-20,3
1067,2019-07-20,2
1067,2019-07-29,0
1067,2019-08-28,3
1067,2019-09-27,3
1067,2019-10-27,1
1067,2019-11-26,2
1067,2019-12-26,1
1067,2020-01-25,2
1067,2020-02-24,0
1067,2020-03-25,1
1067,2020-04-24,1
1067,2020-05-14,0
1067,2020-06-13,1
1067,2020-07-13,2
1067,2020-08-12,1
1067,2020-09-11,1
1067,2020-10-11,1
1067,2020-11-04,1
1067,2020-12-04,4
1067,2021-01-03,3
1067,2021-02-02,2
1067,2021-03-04,2
1068,2004-06-29,2
1068,2004-07-29,1
1068,2004-08-28,1
1068,2004-09-27,0
1068,2004-10-14,2
1068,2004-11-13,0
1068,2004-12-13,2
1068,2005-01-12,2
1068,2005-01-29,1
1068,2005-02-28,2
1068,2005-03-30,1
1068,2005-04-29,2
1068,2005-05-29,0
1068,2005-06-08,2
1068,2005-07-08,2
1068,2005-08-07,0
1068,2005-09-06,0
1068,2005-09-14,1
1068,2005-10-14,1
1068,2005-11-13,1
1068,2005-12-13,2
1068,2006-01-12,0
1069,2022-12-05,1
1069,2023-01-04,0
1069,2023-02-03,1
1069,2023-03-05,1
1069,2023-04-04,2
1069,2023-04-20,0
1069,2023-05-20,1
1069,2023-06-19,1
1069,2023-07-19,2
1069,2023-08-18,3
1069,2023-08-25,1
1069,2023-09-24,1
1069,2023-10-24,0
1069,2023-11-23,0
1069,2023-12-23,1
1069,2024-01-14,1
1069,2024-02-13,2
1069,2024-03-14,2
1069,2024-04-13,4
1069,2024-05-13,4
1069,2024-06-12,0
1069,2024-06-16,1
1069,2024-07-16,2
1069,2024-08-15,0
1069,2024-09-14,0
1069,2024-10-14,0
1070,2022-11-17,4
1070,2022-12-17,0
1070,2023-01-16,2
1070,2023-01-23,0
1070,2023-02-22,0
1070,2023-03-24,1
1070,2023-04-11,0
1070,2023-05-11,0
1070,2023-06-10,3
1070,2023-07-10,1
1070,2023-08-06,4
1070,2023-09-05,2
1070,2023-10-05,2
1071,2010-12-13,1
1071,2011-01-12,2
1071,2011-02-11,1
1071,2011-03-13,0
1071,2011-03-29,0
1071,2011-04-28,0
1071,2011-05-28,1
1071,2011-06-27,3
1071,2011-06-28,0
1071,2011-07-28,0
1071,2011-08-27,2
1071,2011-09-19,1
1071,2011-10-19,3
1071,2011-11-18,2
1071,2011-12-09,1
1071,2012-01-08,1
1071,2012-02-07,0
1071,2012-03-08,0
1071,2012-04-07,1
1072,2004-08-08,0
1072,2004-09-07,3
1072,2004-10-07,1
1072,2004-11-06,1
1072,2004-11-22,0
1072,2004-12-22,1
1072,2005-01-21,3
1072,2005-02-17,1
1072,2005-03-19,2
1072,2005-04-18,2
1072,2005-05-18,2
1072,2005-05-26,1
1072,2005-06-25,1
1072,2005-07-25,2
1072,2005-08-17,1
1072,2005-09-16,1
1072,2005-10-16,3
1073,2009-04-05,2
1073,2009-05-05,1
1073,2009-06-04,3
1073,2009-07-04,0
1073,2009-07-12,3
1073,2009-08-11,1
1073,2009-09-10,0
1073,2009-09-23,2
1073,2009-10-23,2
1073,2009-11-22,3
1073,2009-12-22,0
1073,2009-12-29,2
1073,2010-01-28,2
1073,2010-02-27,1
1073,2010-03-29,2
1073,2010-04-15,2
1073,2010-05-15,2
1073,2010-06-14,2
1073,2010-07-14,2
1074,2006-04-04,2
1074,2006-05-04,1
1074,2006-05-24,1
1074,2006-06-23,2
1074,2006-07-06,0
1074,2006-08-05,2
1074,2006-08-20,1
1074,2006-09-19,1
1074,2006-10-19,2
1074,2006-10-20,0
1074,2006-11-19,0
1075,2013-10-31,0
1075,2013-11-30,0
1075,2013-12-30,0
1075,2014-01-29,5
1075,2014-02-28,2
1075,2014-03-22,1
1075,2014-04-21,1
1075,2014-05-21,2
1075,2014-05-29,1
1075,2014-06-28,2
1075,2014-07-28,0
1075,2014-08-04,0
1075,2014-09-03,3
1075,2014-10-03,3
1076,2000-08-17,2
1076,2000-09-16,1
1076,2000-10-16,1
1076,2000-11-15,1
1076,2000-12-15,1
1076,2001-01-14,1
1076,2001-01-19,1
1076,2001-02-18,1
1076,2001-03-20,1
1076,2001-04-19,2
1076,2001-05-19,0
1076,2001-06-14,0
1076,2001-07-14,0
1076,2001-08-13,4
1076,2001-09-12,1
1076,2001-10-12,3
1076,2001-11-11,1
1076,2001-11-28,0
1076,2001-12-28,0
1076,2002-01-27,5
1076,2002-02-26,2
1076,2002-03-28,3
1076,2002-04-11,2
1076,2002-05-11,0
1076,2002-06-10,0
1076,2002-07-10,1
1076,2002-08-09,2
1077,2023-06-14,0
1077,2023-07-14,0
1077,2023-08-13,2
1077,2023-09-12,0
1077,2023-10-05,2
1077,2023-11-04,3
1077,2023-12-04,0
1077,2024-01-03,3
1077,2024-01-31,1
1077,2024-03-01,0
1077,2024-03-31,1
1077,2024-04-30,3
1077,2024-05-02,1
1077,2024-06-01,1
1077,2024-07-01,2
1077,2024-07-31,1
1077,2024-08-05,2
1077,2024-09-04,0
1077,2024-10-04,2
1077,2024-11-03,1
1078,2006-08-08,0
1078,2006-09-07,1
1078,2006-10-01,1
1078,2006-10-31,1
1078,2006-11-07,0
1078,2006-12-07,3
1078,2006-12-20,2
1078,2007-01-19,1
1078,2007-02-17,3
1078,2007-03-19,0
1079,2000-05-22,1
1079,2000-06-21,1
1079,2000-07-21,2
1079,2000-08-20,1
1079,2000-09-18,3
1079,2000-10-18,3
1079,2000-11-17,1
1079,2000-12-17,4
1079,2001-01-16,3
1079,2001-01-21,4
1079,2001-02-20,2
1079,2001-03-22,1
1079,2001-04-21,1
1079,2001-04-29,1
1079,2001-05-29,2
1079,2001-06-28,1
1079,2001-07-28,0
1079,2001-08-27,2
1079,2001-09-04,1
1079,2001-10-04,2
1079,2001-11-03,2
1079,2001-12-03,1
1079,2002-01-02,0
1080,2017-03-16,2
1080,2017-04-15,1
1080,2017-05-11,2
1080,2017-06-10,0
1080,2017-07-10,2
1080,2017-08-09,4
1080,2017-09-08,2
1080,2017-09-12,4
1080,2017-10-12,4
1080,2017-11-11,3
1080,2017-11-18,1
1080,2017-12-18,1
1081,2008-08-30,0
1081,2008-09-29,2
1081,2008-10-29,2
1081,2008-11-28,1
1081,2008-12-28,0
1081,2009-01-27,1
1081,2009-01-29,0
1081,2009-02-28,0
1081,2009-03-30,1
1081,2009-04-29,2
1081,2009-05-29,1
1081,2009-06-28,1
1081,2009-06-30,2
1081,2009-07-30,2
1081,2009-08-29,3
1081,2009-09-28,1
1081,2009-10-28,2
1081,2009-11-27,2
1081,2009-12-03,3
1081,2010-01-02,0
1081,2010-02-01,3
1081,2010-03-03,1
1081,2010-04-02,7
1081,2010-05-02,0
1081,2010-05-09,5
1081,2010-06-08,1
1081,2010-07-08,3
1081,2010-08-07,0
1081,2010-09-06,2
1082,1999-10-22,1
1082,1999-11-21,0
1082,1999-12-21,2
1082,2000-01-20,1
1082,2000-02-17,3
1082,2000-03-18,2
1082,2000-04-17,1
1082,2000-05-06,2
1082,2000-06-05,3
1082,2000-07-05,1
1082,2000-08-04,2
1082,2000-08-07,2
1082,2000-09-06,1
1082,2000-10-06,2
1082,2000-11-05,0
1082,2000-12-01,2
1082,2000-12-31,1
1082,2001-01-30,1
1082,2001-03-01,0
1083,2005-12-03,2
1083,2006-01-02,0
1083,2006-02-01,0
1083,2006-03-02,0
1083,2006-04-01,1
1083,2006-05-01,1
1083,2006-05-31,3
1083,2006-06-27,1
1083,2006-07-27,2
1083,2006-08-26,3
1083,2006-09-25,1
1083,2006-10-17,2
1083,2006-11-16,1
1083,2006-12-16,2
1083,2007-01-15,1
1083,2007-01-30,0
1083,2007-03-01,2
1083,2007-03-31,4
1084,2005-02-18,1
1084,2005-03-20,4
1084,2005-04-02,1
1084,2005-05-02,0
1084,2005-05-29,2
1084,2005-06-28,1
1084,2005-07-28,1
1084,2005-07-31,0
1084,2005-08-30,1
1084,2005-09-29,1
1084,2005-10-05,4
1084,2005-11-04,4
1085,2005-07-01,1
1085,2005-07-31,1
1085,2005-08-15,0
1085,2005-09-14,3
1085,2005-10-02,3
1085,2005-11-01,4
1085,2005-12-01,1
1085,2005-12-13,1
1085,2006-01-12,2
1085,2006-02-09,0
1085,2006-03-11,3
1086,2022-08-08,0
1086,2022-09-07,3
1086,2022-10-07,0
1086,2022-11-04,1
1086,2022-12-04,2
1086,2023-01-03,1
1086,2023-01-27,0
1086,2023-02-26,1
1086,2023-03-28,3
1086,2023-04-01,1
1086,2023-05-01,1
1086,2023-05-31,1
1086,2023-06-06,2
1086,2023-07-06,1
1086,2023-08-05,2
1086,2023-09-04,2
1087,2022-07-08,2
1087,2022-08-07,1
1087,2022-09-06,1
1087,2022-10-06,4
1087,2022-10-24,1
1087,2022-11-23,2
1087,2022-12-23,1
1087,2023-01-22,0
1087,2023-02-10,0
1087,2023-03-12,5
1087,2023-04-11,0
1087,2023-05-11,2
1087,2023-05-12,0
1087,2023-06-11,4
1087,2023-07-11,1
1087,2023-08-10,1
1087,2023-08-14,3
1087,2023-09-13,1
1087,2023-10-13,0
1087,2023-11-12,0
1088,2017-11-16,2
1088,2017-12-16,1
1088,2018-01-15,0
1088,2018-02-14,2
1088,2018-02-19,0
1088,2018-03-21,0
1088,2018-04-20,1
1088,2018-05-20,4
1088,2018-05-27,0
1088,2018-06-26,1
1088,2018-07-26,0
1088,2018-08-25,2
1088,2018-09-14,3
1088,2018-10-14,0
1088,2018-11-13,1
1088,2018-12-13,1
1088,2019-01-12,4
1088,2019-01-30,2
1088,2019-03-01,2
1088,2019-03-31,1
1088,2019-04-30,0
1089,2023-10-27,1
1089,2023-11-26,0
1089,2023-12-26,1
1089,2024-01-25,4
1089,2024-02-24,0
1089,2024-03-25,2
1089,2024-04-11,1
1089,2024-05-11,2
1089,2024-06-10,2
1089,2024-07-10,1
1089,2024-08-06,1
1089,2024-09-05,2
1089,2024-10-05,1
1089,2024-11-04,0
1089,2024-12-04,2
1089,2024-12-08,1
1089,2025-01-07,2
1089,2025-02-06,0
1089,2025-03-08,3
1089,2025-04-07,4
1089,2025-04-16,3
1089,2025-05-16,2
1089,2025-06-15,5
1089,2025-07-15,1
1090,2007-03-23,3
1090,2007-04-22,4
1090,2007-05-22,2
1090,2007-05-27,0
1090,2007-06-26,0
1090,2007-07-26,1
1090,2007-07-30,2
1090,2007-08-29,1
1090,2007-09-23,1
1090,2007-10-23,2
1090,2007-11-22,3
1090,2007-12-02,2
1090,2008-01-01,0
1090,2008-01-31,1
1091,2010-03-28,1
1091,2010-04-27,2
1091,2010-05-27,1
1091,2010-06-26,3
1091,2010-06-30,0
1091,2010-07-30,2
1091,2010-08-29,2
1091,2010-09-27,1
1091,2010-10-27,0
1091,2010-11-26,2
1091,2010-12-04,3
1091,2011-01-03,4
1091,2011-02-02,4
1091,2011-02-25,2
1091,2011-03-27,0
1091,2011-04-26,1
1092,2000-10-22,1
1092,2000-11-21,0
1092,2000-12-21,0
1092,2001-01-12,1
1092,2001-02-11,2
1092,2001-03-13,1
1092,2001-03-26,1
1092,2001-04-25,0
1092,2001-05-25,3
1092,2001-06-24,2
1092,2001-07-04,1
1092,2001-08-03,1
1092,2001-09-02,1
1092,2001-09-21,2
1092,2001-10-21,1
1092,2001-11-20,0
1093,2021-05-20,3
1093,2021-06-19,1
1093,2021-07-08,1
1093,2021-08-07,3
1093,2021-08-25,0
1093,2021-09-24,2
1093,2021-10-05,2
1093,2021-11-04,0
1093,2021-11-23,0
1093,2021-12-23,3
1094,2014-10-20,3
1094,2014-11-19,1
1094,2014-12-19,1
1094,2015-01-14,0
1094,2015-02-13,2
1094,2015-03-15,3
1094,2015-03-21,0
1094,2015-04-20,3
1094,2015-05-20,4
1094,2015-05-27,3
1094,2015-06-26,1
1094,2015-07-26,3
1094,2015-08-18,7
1094,2015-09-17,3
1094,2015-10-17,1
1095,2009-11-23,3
1095,2009-12-23,1
1095,2010-01-22,0
1095,2010-02-21,0
1095,2010-03-12,3
1095,2010-04-11,2
1095,2010-05-11,1
1095,2010-06-10,2
1095,2010-07-05,1
1095,2010-08-04,2
1095,2010-09-03,0
1095,2010-10-03,1
1095,2010-11-02,1
1095,2010-12-02,1
1095,2010-12-07,1
1095,2011-01-06,0
1095,2011-02-05,2
1095,2011-03-07,3
1095,2011-04-06,3
1095,2011-04-25,0
1095,2011-05-25,3
1095,2011-06-24,0
1095,2011-07-24,0
1095,2011-08-23,0
1096,1999-01-23,1
1096,1999-02-22,1
1096,1999-03-24,0
1096,1999-04-23,2
1096,1999-05-23,3
1096,1999-06-16,1
1096,1999-07-16,2
1096,1999-08-15,0
1096,1999-09-14,1
1096,1999-10-14,2
1096,1999-11-13,2
1096,1999-11-16,3
1096,1999-12-16,0
1096,2000-01-15,0
1096,2000-02-14,2
1096,2000-03-15,0
1096,2000-03-23,2
1096,2000-04-22,2
1096,2000-05-22,2
1096,2000-06-21,0
1096,2000-07-21,2
1096,2000-08-20,2
1096,2000-08-30,1
1096,2000-09-29,1
1096,2000-10-29,4
1096,2000-11-28,1
1096,2000-12-28,0
1097,1997-01-04,1
1097,1997-02-03,1
1097,1997-02-23,2
1097,1997-03-25,0
1097,1997-04-24,3
1097,1997-05-08,2
1097,1997-06-07,1
1097,1997-06-28,0
1097,1997-07-28,0
1097,1997-08-27,0
1097,1997-09-03,2
1097,1997-10-03,2
1097,1997-11-02,3
1098,2003-04-21,3
1098,2003-05-21,1
1098,2003-06-20,1
1098,2003-07-20,2
1098,2003-08-19,1
1098,2003-09-04,2
1098,2003-10-04,0
1098,2003-11-03,2
1098,2003-12-03,0
1098,2003-12-05,0
1098,2004-01-04,2
1098,2004-02-03,0
1098,2004-03-04,1
1098,2004-03-14,2
1098,2004-04-13,2
1098,2004-05-13,1
1098,2004-06-12,2
1098,2004-07-12,3
1098,2004-07-15,2
1098,2004-08-14,1
1098,2004-09-13,1
1098,2004-10-13,2
1098,2004-11-12,1
1099,2015-12-24,2
1099,2016-01-23,1
1099,2016-02-22,1
1099,2016-03-23,1
1099,2016-04-22,2
1099,2016-04-29,3
1099,2016-05-29,2
1099,2016-06-28,3
1099,2016-07-28,2
1099,2016-08-27,1
1099,2016-08-29,0
1099,2016-09-28,1
1099,2016-10-28,0
1099,2016-11-27,3
1099,2016-12-27,2
1099,2017-01-08,0
1099,2017-02-07,2
1099,2017-03-09,4
1099,2017-04-08,1
1099,2017-05-08,2
1099,2017-06-07,0
1099,2017-06-21,2
1099,2017-07-21,1
1099,2017-08-20,2
1099,2017-09-19,1
1100,2022-04-03,3
1100,2022-05-03,3
1100,2022-06-02,1
1100,2022-07-02,0
1100,2022-07-28,2
1100,2022-08-27,1
1100,2022-09-26,1
1100,2022-10-26,2
1100,2022-11-12,2
1100,2022-12-12,1
1100,2023-01-11,3
1100,2023-02-10,1
1100,2023-03-12,1
1100,2023-03-19,0
1100,2023-04-18,1
1100,2023-05-18,1
1100,2023-06-17,1
1100,2023-06-28,2
1100,2023-07-28,0
1100,2023-08-27,1
1100,2023-09-26,1
1101,2014-06-22,3
1101,2014-07-22,3
1101,2014-08-02,1
1101,2014-09-01,1
1101,2014-10-01,2
1101,2014-10-31,0
1101,2014-11-18,0
1101,2014-12-18,2
1101,2015-01-08,2
1101,2015-02-07,1
1102,2008-05-22,4
1102,2008-06-21,0
1102,2008-07-21,1
1102,2008-08-15,2
1102,2008-09-14,1
1102,2008-10-14,0
1102,2008-11-13,3
1102,2008-12-04,3
1102,2009-01-03,0
1102,2009-02-02,3
1102,2009-03-04,0
1102,2009-03-21,2
1102,2009-04-20,1
1102,2009-05-20,4
1102,2009-06-19,5
1102,2009-06-23,3
1102,2009-07-23,3
1102,2009-08-22,0
1102,2009-09-21,1
1103,2008-07-06,3
1103,2008-08-05,2
1103,2008-09-04,1
1103,2008-10-04,1
1103,2008-10-31,2
1103,2008-11-30,3
1103,2008-12-30,2
1103,2009-01-29,3
1103,2009-02-25,0
1103,2009-03-27,1
1103,2009-04-26,1
1103,2009-05-26,5
1103,2009-06-25,0
1103,2009-07-25,1
1103,2009-08-05,1
1103,2009-09-04,3
1103,2009-10-04,1
1103,2009-11-03,1
1103,2009-12-03,1
1103,2009-12-27,3
1103,2010-01-26,1
1103,2010-02-25,1
1103,2010-03-27,1
1103,2010-04-26,2
1103,2010-05-26,3
1104,2007-09-22,0
1104,2007-10-22,1
1104,2007-11-21,3
1104,2007-12-21,4
1104,2008-01-01,1
1104,2008-01-31,1
1104,2008-03-01,1
1104,2008-03-31,1
1104,2008-04-17,0
1104,2008-05-17,0
1104,2008-06-16,2
1104,2008-07-16,1
1104,2008-08-01,0
1104,2008-08-31,2
1104,2008-09-30,1
1104,2008-10-30,0
1104,2008-11-29,3
1104,2008-12-10,0
1104,2009-01-09,0
1104,2009-02-08,1
1104,2009-03-10,0
1105,2021-08-01,3
1105,2021-08-31,1
1105,2021-09-16,2
1105,2021-10-16,3
1105,2021-11-08,2
1105,2021-12-08,1
1105,2021-12-30,2
1105,2022-01-29,1
1105,2022-02-28,1
1105,2022-03-10,3
1105,2022-04-09,4
1105,2022-05-09,1
1106,2007-12-30,1
1106,2008-01-29,0
1106,2008-02-28,0
1106,2008-03-29,2
1106,2008-04-28,0
1106,2008-05-23,4
1106,2008-06-22,1
1106,2008-07-22,0
1106,2008-08-21,0
1106,2008-09-20,1
1106,2008-09-28,1
1106,2008-10-28,1
1106,2008-11-27,2
1106,2008-12-27,2
1106,2009-01-26,1
1106,2009-01-30,3
1106,2009-03-01,2
1106,2009-03-31,0
1106,2009-04-30,0
1106,2009-05-30,0
1106,2009-06-28,0
1106,2009-07-28,4
1106,2009-08-27,1
1106,2009-09-26,0
1106,2009-10-26,2
1106,2009-11-25,4
1107,2012-09-29,1
1107,2012-10-29,1
1107,2012-11-28,0
1107,2012-12-28,1
1107,2013-01-27,0
1107,2013-02-01,0
1107,2013-03-03,1
1107,2013-04-02,1
1107,2013-05-02,2
1107,2013-06-01,2
1107,2013-06-15,3
1107,2013-07-15,1
1107,2013-08-14,1
1107,2013-09-13,0
1107,2013-10-13,1
1107,2013-11-05,3
1107,2013-12-05,1
1107,2014-01-04,2
1107,2014-02-03,1
1107,2014-03-05,2
1107,2014-04-04,1
1107,2014-05-04,1
1107,2014-06-03,1
1108,2017-01-19,1
1108,2017-02-18,1
1108,2017-03-20,0
1108,2017-03-28,1
1108,2017-04-27,2
1108,2017-05-27,1
1108,2017-06-04,1
1108,2017-07-04,1
1108,2017-07-27,1
1108,2017-08-26,0
1108,2017-09-25,1
1108,2017-10-03,1
1108,2017-11-02,3
1109,2008-10-13,2
1109,2008-11-12,1
1109,2008-12-12,1
1109,2009-01-08,0
1109,2009-02-07,2
1109,2009-03-09,1
1109,2009-03-17,2
1109,2009-04-16,0
1109,2009-05-16,3
1109,2009-05-19,3
1109,2009-06-18,1
1109,2009-07-18,1
1109,2009-07-31,1
1109,2009-08-30,1
1109,2009-09-29,1
1110,2002-08-14,2
1110,2002-09-13,3
1110,2002-10-13,1
1110,2002-10-25,2
1110,2002-11-24,0
1110,2002-12-24,2
1110,2003-01-19,2
1110,2003-02-18,3
1110,2003-03-20,2
1110,2003-04-19,3
1110,2003-05-06,1
1110,2003-06-05,4
1110,2003-07-05,2
1110,2003-08-04,1
1110,2003-08-23,1
1110,2003-09-22,1
1110,2003-10-22,2
1110,2003-11-21,1
1111,1997-10-12,1
1111,1997-11-11,0
1111,1997-12-11,0
1111,1998-01-04,0
1111,1998-02-03,1
1111,1998-03-05,2
1111,1998-04-04,1
1111,1998-05-02,2
1111,1998-06-01,0
1111,1998-07-01,2
1111,1998-07-31,1
1111,1998-08-11,3
1111,1998-09-10,5
1111,1998-10-10,2
1111,1998-11-09,0
1111,1998-12-09,2
1111,1998-12-13,2
1111,1999-01-12,1
1111,1999-02-11,2
1111,1999-03-13,2
1111,1999-04-12,4
1112,2013-04-01,1
1112,2013-05-01,4
1112,2013-05-31,1
1112,2013-06-30,1
1112,2013-07-30,3
1112,2013-08-19,1
1112,2013-09-18,0
1112,2013-10-18,1
1112,2013-11-17,0
1112,2013-12-17,0
1112,2014-01-16,1
1112,2014-01-17,2
1112,2014-02-16,2
1112,2014-03-18,4
1112,2014-04-17,0
1112,2014-05-17,1
1112,2014-05-22,0
1112,2014-06-21,1
1112,2014-07-21,0
1112,2014-08-20,1
1112,2014-09-19,3
1112,2014-10-13,3
1112,2014-11-12,1
1112,2014-12-12,0
1112,2015-01-11,2
1113,2013-08-01,3
1113,2013-08-31,2
1113,2013-09-30,1
1113,2013-10-30,4
1113,2013-11-05,3
1113,2013-12-05,3
1113,2014-01-04,4
1113,2014-01-22,0
1113,2014-02-21,0
1113,2014-03-23,5
1113,2014-04-21,3
1113,2014-05-21,1
1113,2014-06-20,0
1113,2014-07-20,2
1113,2014-07-25,1
1113,2014-08-24,0
1113,2014-09-23,2
1114,2002-03-19,0
1114,2002-04-18,1
1114,2002-05-18,1
1114,2002-06-17,0
1114,2002-06-30,1
1114,2002-07-30,2
1114,2002-08-29,0
1114,2002-09-28,1
1114,2002-10-02,1
1114,2002-11-01,3
1114,2002-12-01,1
1114,2002-12-19,1
1114,2003-01-18,0
1114,2003-02-17,1
1114,2003-03-06,0
1114,2003-04-05,3
1114,2003-05-05,3
1114,2003-06-04,1
1115,2010-02-21,1
1115,2010-03-23,3
1115,2010-04-22,3
1115,2010-05-22,2
1115,2010-06-21,3
1115,2010-07-21,2
1115,2010-07-31,2
1115,2010-08-30,2
1115,2010-09-29,3
1115,2010-10-29,3
1115,2010-11-28,4
1115,2010-12-28,0
1115,2011-01-12,2
1115,2011-02-11,5
1115,2011-03-13,0
1115,2011-04-12,4
1115,2011-05-12,2
1115,2011-05-26,2
1115,2011-06-25,1
1115,2011-07-25,2
1115,2011-08-24,0
1115,2011-09-23,0
1115,2011-10-04,1
1115,2011-11-03,0
1115,2011-12-03,0
1115,2012-01-02,1
1115,2012-02-01,0
1116,2008-08-14,2
1116,2008-09-13,1
1116,2008-10-13,1
1116,2008-11-12,2
1116,2008-12-12,3
1116,2009-01-11,0
1116,2009-01-20,2
1116,2009-02-19,4
1116,2009-03-21,1
1116,2009-04-20,2
1116,2009-05-20,3
1116,2009-05-25,1
1116,2009-06-24,0
1116,2009-07-24,2
1116,2009-08-23,2
1116,2009-09-10,1
1116,2009-10-10,1
1116,2009-11-09,3
1116,2009-12-09,2
1116,2010-01-08,1
1116,2010-02-07,2
1116,2010-02-23,0
1116,2010-03-25,0
1116,2010-04-24,0
1116,2010-05-24,1
1116,2010-06-23,2
1116,2010-07-23,3
1117,2016-01-04,1
1117,2016-02-03,0
1117,2016-03-04,4
1117,2016-04-03,0
1117,2016-04-26,0
1117,2016-05-26,2
1117,2016-06-25,1
1117,2016-07-25,0
1117,2016-08-21,1
1117,2016-09-20,1
1117,2016-10-20,2
1117,2016-11-19,0
1117,2016-12-02,1
1117,2017-01-01,0
1117,2017-01-31,2
1117,2017-03-02,1
1117,2017-04-01,0
1117,2017-04-16,1
1117,2017-05-16,1
1117,2017-06-15,2
1117,2017-07-15,2
1118,2017-04-06,0
1118,2017-05-06,1
1118,2017-06-05,2
1118,2017-07-03,2
1118,2017-08-02,0
1118,2017-09-01,3
1118,2017-09-17,1
1118,2017-10-17,2
1118,2017-11-16,0
1118,2017-12-16,1
1118,2018-01-15,0
1118,2018-01-18,1
1118,2018-02-17,0
1118,2018-03-19,0
1118,2018-04-18,0
1118,2018-04-27,1
1118,2018-05-27,1
1118,2018-06-26,1
1118,2018-07-26,2
1119,2014-02-14,1
1119,2014-03-16,1
1119,2014-04-15,2
1119,2014-05-15,0
1119,2014-05-16,0
1119,2014-06-15,3
1119,2014-07-15,1
1119,2014-08-09,2
1119,2014-09-08,2
1119,2014-10-08,3
1119,2014-11-07,1
1119,2014-11-17,1
1119,2014-12-17,0
1119,2015-01-16,0
1119,2015-02-15,1
1119,2015-02-19,2
1119,2015-03-21,4
1119,2015-04-20,0
1120,2017-11-02,4
1120,2017-12-02,4
1120,2018-01-01,1
1120,2018-01-31,0
1120,2018-03-02,1
1120,2018-03-28,4
1120,2018-04-27,2
1120,2018-05-27,3
1120,2018-06-26,0
1120,2018-07-26,4
1120,2018-08-25,3
1120,2018-09-04,1
1120,2018-10-04,1
1120,2018-11-03,3
1120,2018-12-03,0
1120,2019-01-02,2
1120,2019-01-24,0
1120,2019-02-23,2
1120,2019-03-25,1
1120,2019-04-24,2
1120,2019-05-24,1
1120,2019-06-23,0
1120,2019-07-07,1
1120,2019-08-06,4
1120,2019-09-05,1
1120,2019-10-05,2
1120,2019-11-04,1
