project_id,phase_id,trade,subcontractor,est_hours,act_hours,hourly_rate,safety_incidents
1127,4,Plumbing,Plumbing Co,791,820,56,0
1127,4,Excavation,Excavation Co,791,829,65,1
1127,5,Carpentry,Carpentry Co,909,916,106,0
1127,5,Concrete,Concrete Co,909,914,102,0
1128,1,Carpentry,Carpentry Co,487,479,92,1
1128,1,Concrete,Concrete Co,487,475,60,0
1128,2,Electrical,Electrical Co,974,985,79,0
1128,2,Excavation,Excavation Co,974,958,60,1
1128,3,Finishes,Finishes Co,1316,1424,58,1
1128,3,Excavation,Excavation Co,1316,1313,54,0
1128,4,Electrical,Electrical Co,974,899,75,0
1128,4,Steel Erection,Steel Erection Co,974,911,70,0
1128,5,Carpentry,Carpentry Co,1121,1175,51,0
1128,5,Excavation,Excavation Co,1121,1056,98,0
1129,1,HVAC,HVAC Co,294,270,53,0
1129,1,Steel Erection,Steel Erection Co,294,266,94,2
1129,2,Finishes,Finishes Co,589,603,59,0
1129,2,Electrical,Electrical Co,589,555,69,1
1129,3,Electrical,Electrical Co,795,830,77,0
1129,3,Excavation,Excavation Co,795,760,94,0
1129,4,HVAC,HVAC Co,589,577,93,0
1129,4,Electrical,Electrical Co,589,575,57,0
1129,5,Concrete,Concrete Co,677,626,66,0
1129,5,Finishes,Finishes Co,677,630,71,0
1130,1,Excavation,Excavation Co,366,333,69,1
1130,1,Plumbing,Plumbing Co,366,361,90,0
1130,2,Plumbing,Plumbing Co,733,703,72,0
1130,2,Concrete,Concrete Co,733,801,61,0
1130,3,HVAC,HVAC Co,989,1041,54,0
1130,3,Electrical,Electrical Co,989,893,54,0
1130,4,Electrical,Electrical Co,733,756,66,2
1130,4,HVAC,HVAC Co,733,696,109,1
1130,5,Excavation,Excavation Co,843,803,73,0
1130,5,HVAC,HVAC Co,843,852,91,0
1131,1,Steel Erection,Steel Erection Co,141,144,82,0
1131,1,Excavation,Excavation Co,141,134,84,0
1131,2,Carpentry,Carpentry Co,283,257,71,1
1131,2,Plumbing,Plumbing Co,283,263,93,0
1131,3,Plumbing,Plumbing Co,382,353,77,0
1131,3,HVAC,HVAC Co,382,387,92,0
1131,4,Concrete,Concrete Co,283,270,98,1
1131,4,Excavation,Excavation Co,283,302,106,0
1131,5,Concrete,Concrete Co,325,339,63,0
1131,5,Plumbing,Plumbing Co,325,297,51,0
1132,1,Finishes,Finishes Co,88,85,97,0
1132,1,Electrical,Electrical Co,88,84,75,0
1132,2,Excavation,Excavation Co,177,184,53,0
1132,2,Steel Erection,Steel Erection Co,177,162,72,0
1132,3,Excavation,Excavation Co,240,259,85,0
1132,3,Electrical,Electrical Co,240,217,66,0
1132,4,Steel Erection,Steel Erection Co,177,176,61,0
1132,4,Plumbing,Plumbing Co,177,191,88,2
1132,5,Carpentry,Carpentry Co,204,195,74,1
1132,5,Plumbing,Plumbing Co,204,198,103,1
1133,1,HVAC,HVAC Co,251,239,66,1
1133,1,Concrete,Concrete Co,251,236,86,0
1133,2,Concrete,Concrete Co,502,545,84,0
1133,2,Electrical,Electrical Co,502,540,85,0
1133,3,Finishes,Finishes Co,678,650,85,0
1133,3,HVAC,HVAC Co,678,682,83,0
1133,4,Electrical,Electrical Co,502,528,101,4
1133,4,Carpentry,Carpentry Co,502,482,57,0
1133,5,Finishes,Finishes Co,578,593,96,0
1133,5,Excavation,Excavation Co,578,566,64,1
1134,1,Steel Erection,Steel Erection Co,135,145,103,0
1134,1,Excavation,Excavation Co,135,143,80,0
1134,2,Finishes,Finishes Co,271,284,71,0
1134,2,Plumbing,Plumbing Co,271,283,87,0
1134,3,HVAC,HVAC Co,366,382,95,0
1134,3,Plumbing,Plumbing Co,366,357,55,0
1134,4,Electrical,Electrical Co,271,245,104,0
1134,4,Excavation,Excavation Co,271,282,71,1
1134,5,Electrical,Electrical Co,311,285,85,0
1134,5,Plumbing,Plumbing Co,311,308,67,1
1135,1,Carpentry,Carpentry Co,429,399,101,1
1135,1,Steel Erection,Steel Erection Co,429,415,60,0
1135,2,HVAC,HVAC Co,859,830,72,0
1135,2,Plumbing,Plumbing Co,859,794,73,0
1135,3,Carpentry,Carpentry Co,1160,1122,59,1
1135,3,Concrete,Concrete Co,1160,1162,63,0
1135,4,Steel Erection,Steel Erection Co,859,932,60,2
1135,4,Excavation,Excavation Co,859,873,97,0
1135,5,Plumbing,Plumbing Co,988,951,102,0
1135,5,Finishes,Finishes Co,988,934,79,0
1136,1,HVAC,HVAC Co,73,72,102,0
1136,1,Electrical,Electrical Co,73,78,69,1
1136,2,Steel Erection,Steel Erection Co,146,140,89,0
1136,2,Concrete,Concrete Co,146,155,94,0
1136,3,Finishes,Finishes Co,198,211,95,0
1136,3,Excavation,Excavation Co,198,196,96,2
1136,4,Electrical,Electrical Co,146,139,50,1
1136,4,Carpentry,Carpentry Co,146,145,99,0
1136,5,Plumbing,Plumbing Co,168,184,73,1
1136,5,Concrete,Concrete Co,168,176,95,0
1137,1,Finishes,Finishes Co,61,55,72,0
1137,1,Electrical,Electrical Co,61,56,86,1
1137,2,Carpentry,Carpentry Co,122,110,63,0
1137,2,Electrical,Electrical Co,122,116,102,0
1137,3,Excavation,Excavation Co,164,153,107,0
1137,3,Electrical,Electrical Co,164,171,84,0
1137,4,Finishes,Finishes Co,122,120,74,1
1137,4,Plumbing,Plumbing Co,122,130,50,0
1137,5,Carpentry,Carpentry Co,140,143,105,1
1137,5,Excavation,Excavation Co,140,142,91,0
1138,1,Plumbing,Plumbing Co,157,141,82,0
1138,1,Concrete,Concrete Co,157,151,105,0
1138,2,Electrical,Electrical Co,315,334,81,0
1138,2,Excavation,Excavation Co,315,313,77,0
1138,3,HVAC,HVAC Co,426,392,64,0
1138,3,Plumbing,Plumbing Co,426,454,87,0
1138,4,Steel Erection,Steel Erection Co,315,296,75,0
1138,4,HVAC,HVAC Co,315,324,63,0
1138,5,Finishes,Finishes Co,363,355,95,0
1138,5,Concrete,Concrete Co,363,379,80,0
1139,1,Electrical,Electrical Co,269,267,92,0
1139,1,Finishes,Finishes Co,269,253,86,0
1139,2,Carpentry,Carpentry Co,539,543,109,0
1139,2,Finishes,Finishes Co,539,485,100,1
1139,3,Carpentry,Carpentry Co,728,793,98,0
1139,3,Electrical,Electrical Co,728,687,67,1
1139,4,Concrete,Concrete Co,539,551,96,0
1139,4,HVAC,HVAC Co,539,534,92,0
1139,5,Electrical,Electrical Co,620,585,79,1
1139,5,HVAC,HVAC Co,620,594,105,0
1140,1,Concrete,Concrete Co,413,411,88,0
1140,1,HVAC,HVAC Co,413,444,72,0
1140,2,Steel Erection,Steel Erection Co,826,753,102,1
1140,2,Finishes,Finishes Co,826,874,95,0
1140,3,HVAC,HVAC Co,1115,1140,81,0
1140,3,Finishes,Finishes Co,1115,1006,100,0
1140,4,Plumbing,Plumbing Co,826,785,100,0
1140,4,Excavation,Excavation Co,826,765,61,0
1140,5,Finishes,Finishes Co,949,1031,105,0
1140,5,Steel Erection,Steel Erection Co,949,996,80,0
1141,1,Electrical,Electrical Co,423,464,53,0
1141,1,Finishes,Finishes Co,423,409,77,0
1141,2,Concrete,Concrete Co,846,808,76,0
1141,2,Plumbing,Plumbing Co,846,886,61,0
1141,3,Excavation,Excavation Co,1142,1201,102,0
1141,3,Concrete,Concrete Co,1142,1030,76,1
1141,4,Finishes,Finishes Co,846,892,91,0
1141,4,Concrete,Concrete Co,846,899,93,0
1141,5,HVAC,HVAC Co,973,908,56,0
1141,5,Steel Erection,Steel Erection Co,973,912,81,0
1142,1,Carpentry,Carpentry Co,166,180,58,0
1142,1,Concrete,Concrete Co,166,168,96,0
1142,2,Excavation,Excavation Co,333,354,61,0
1142,2,Steel Erection,Steel Erection Co,333,300,60,0
1142,3,HVAC,HVAC Co,449,425,60,1
1142,3,Carpentry,Carpentry Co,449,430,66,2
1142,4,Excavation,Excavation Co,333,333,84,0
1142,4,Plumbing,Plumbing Co,333,352,95,0
1142,5,Steel Erection,Steel Erection Co,383,349,76,0
1142,5,Finishes,Finishes Co,383,395,93,0
1143,1,Excavation,Excavation Co,271,263,96,0
1143,1,Carpentry,Carpentry Co,271,296,80,0
1143,2,HVAC,HVAC Co,542,537,83,0
1143,2,Finishes,Finishes Co,542,543,83,1
1143,3,Carpentry,Carpentry Co,733,801,107,0
1143,3,Concrete,Concrete Co,733,719,87,1
1143,4,HVAC,HVAC Co,542,544,64,0
1143,4,Plumbing,Plumbing Co,542,551,102,0
1143,5,HVAC,HVAC Co,624,677,68,0
1143,5,Concrete,Concrete Co,624,610,61,0
1144,1,Steel Erection,Steel Erection Co,160,146,56,0
1144,1,Plumbing,Plumbing Co,160,167,108,0
1144,2,HVAC,HVAC Co,320,322,101,1
1144,2,Finishes,Finishes Co,320,289,76,0
1144,3,HVAC,HVAC Co,433,430,58,0
1144,3,Finishes,Finishes Co,433,463,73,1
1144,4,Concrete,Concrete Co,320,310,88,0
1144,4,Steel Erection,Steel Erection Co,320,348,99,0
1144,5,Plumbing,Plumbing Co,368,383,55,1
1144,5,Excavation,Excavation Co,368,338,102,0
1145,1,Carpentry,Carpentry Co,338,339,87,1
1145,1,Electrical,Electrical Co,338,355,71,0
1145,2,Steel Erection,Steel Erection Co,677,612,57,1
1145,2,Carpentry,Carpentry Co,677,651,87,1
1145,3,Plumbing,Plumbing Co,914,840,58,0
1145,3,Excavation,Excavation Co,914,964,74,0
1145,4,HVAC,HVAC Co,677,623,51,0
1145,4,Excavation,Excavation Co,677,621,57,2
1145,5,Electrical,Electrical Co,779,796,62,0
1145,5,Plumbing,Plumbing Co,779,770,86,1
1146,1,Finishes,Finishes Co,57,56,89,0
1146,1,Excavation,Excavation Co,57,56,87,0
1146,2,Excavation,Excavation Co,114,122,53,0
1146,2,Steel Erection,Steel Erection Co,114,124,63,0
1146,3,Carpentry,Carpentry Co,154,148,105,1
1146,3,Concrete,Concrete Co,154,160,77,0
1146,4,Excavation,Excavation Co,114,124,55,0
1146,4,Steel Erection,Steel Erection Co,114,109,96,0
1146,5,Steel Erection,Steel Erection Co,131,135,107,1
1146,5,Concrete,Concrete Co,131,141,62,0
1147,1,Plumbing,Plumbing Co,67,68,89,0
1147,1,Concrete,Concrete Co,67,66,63,1
1147,2,Electrical,Electrical Co,135,125,82,2
1147,2,HVAC,HVAC Co,135,137,70,0
1147,3,Finishes,Finishes Co,182,178,73,0
1147,3,HVAC,HVAC Co,182,174,53,0
1147,4,HVAC,HVAC Co,135,143,106,0
1147,4,Electrical,Electrical Co,135,132,101,0
1147,5,Excavation,Excavation Co,155,158,86,0
1147,5,Plumbing,Plumbing Co,155,165,83,0
1148,1,Concrete,Concrete Co,93,88,72,1
1148,1,Excavation,Excavation Co,93,101,97,1
1148,2,Electrical,Electrical Co,186,193,94,0
1148,2,HVAC,HVAC Co,186,183,90,0
1148,3,Excavation,Excavation Co,252,233,86,0
1148,3,Carpentry,Carpentry Co,252,250,85,0
1148,4,Electrical,Electrical Co,186,196,82,0
1148,4,Steel Erection,Steel Erection Co,186,204,68,0
1148,5,Concrete,Concrete Co,214,233,66,0
1148,5,Excavation,Excavation Co,214,232,69,0
1149,1,Concrete,Concrete Co,91,89,98,0
1149,1,Steel Erection,Steel Erection Co,91,90,70,0
1149,2,Finishes,Finishes Co,182,173,75,0
1149,2,Carpentry,Carpentry Co,182,196,108,1
1149,3,Carpentry,Carpentry Co,246,248,65,0
1149,3,Finishes,Finishes Co,246,239,101,0
1149,4,Plumbing,Plumbing Co,182,166,86,0
1149,4,Excavation,Excavation Co,182,186,77,0
1149,5,Steel Erection,Steel Erection Co,209,199,56,0
1149,5,Excavation,Excavation Co,209,192,97,0
1150,1,Plumbing,Plumbing Co,219,206,108,1
1150,1,Excavation,Excavation Co,219,213,57,0
1150,2,Concrete,Concrete Co,439,448,72,0
1150,2,Steel Erection,Steel Erection Co,439,406,66,0
1150,3,Finishes,Finishes Co,592,636,86,0
1150,3,HVAC,HVAC Co,592,622,60,1
1150,4,Concrete,Concrete Co,439,405,78,0
1150,4,Electrical,Electrical Co,439,451,58,0
1150,5,Finishes,Finishes Co,505,466,83,0
1150,5,Steel Erection,Steel Erection Co,505,552,63,1
1151,1,Carpentry,Carpentry Co,120,118,102,2
1151,1,Finishes,Finishes Co,120,111,97,0
1151,2,Plumbing,Plumbing Co,241,239,91,0
1151,2,HVAC,HVAC Co,241,240,62,0
1151,3,Plumbing,Plumbing Co,325,294,52,0
1151,3,Steel Erection,Steel Erection Co,325,350,76,0
1151,4,Excavation,Excavation Co,241,248,81,0
1151,4,Steel Erection,Steel Erection Co,241,241,98,0
1151,5,Steel Erection,Steel Erection Co,277,252,50,0
1151,5,Concrete,Concrete Co,277,299,95,0
1152,1,Plumbing,Plumbing Co,161,176,57,0
1152,1,Excavation,Excavation Co,161,160,102,0
1152,2,HVAC,HVAC Co,322,310,75,0
1152,2,Finishes,Finishes Co,322,293,94,0
1152,3,HVAC,HVAC Co,435,457,61,0
1152,3,Plumbing,Plumbing Co,435,461,62,0
1152,4,Carpentry,Carpentry Co,322,314,62,2
1152,4,Plumbing,Plumbing Co,322,305,71,0
1152,5,Concrete,Concrete Co,370,402,51,1
1152,5,Electrical,Electrical Co,370,379,103,0
1153,1,HVAC,HVAC Co,117,110,60,0
1153,1,Excavation,Excavation Co,117,128,65,0
1153,2,Electrical,Electrical Co,235,243,82,1
1153,2,Concrete,Concrete Co,235,225,67,0
1153,3,Finishes,Finishes Co,317,320,81,0
1153,3,Electrical,Electrical Co,317,311,82,0
1153,4,Concrete,Concrete Co,235,232,54,1
1153,4,Steel Erection,Steel Erection Co,235,220,69,0
1153,5,Plumbing,Plumbing Co,270,283,77,1
1153,5,Steel Erection,Steel Erection Co,270,285,82,2
1154,1,Plumbing,Plumbing Co,440,479,69,0
1154,1,Carpentry,Carpentry Co,440,412,74,0
1154,2,HVAC,HVAC Co,881,960,94,0
1154,2,Steel Erection,Steel Erection Co,881,900,51,0
1154,3,HVAC,HVAC Co,1189,1099,51,0
1154,3,Steel Erection,Steel Erection Co,1189,1194,51,0
1154,4,Finishes,Finishes Co,881,890,59,0
1154,4,Concrete,Concrete Co,881,800,51,0
1154,5,Plumbing,Plumbing Co,1013,939,89,1
1154,5,Excavation,Excavation Co,1013,1037,68,0
1155,1,Electrical,Electrical Co,59,62,98,0
1155,1,Carpentry,Carpentry Co,59,58,60,0
1155,2,Electrical,Electrical Co,118,125,67,0
1155,2,Carpentry,Carpentry Co,118,111,90,0
1155,3,Plumbing,Plumbing Co,159,169,91,1
1155,3,Electrical,Electrical Co,159,169,109,1
1155,4,Excavation,Excavation Co,118,128,102,1
1155,4,Plumbing,Plumbing Co,118,120,78,0
1155,5,Steel Erection,Steel Erection Co,135,126,71,0
1155,5,Carpentry,Carpentry Co,135,146,89,0
1156,1,HVAC,HVAC Co,463,426,90,0
1156,1,Excavation,Excavation Co,463,483,97,0
1156,2,Steel Erection,Steel Erection Co,926,842,103,0
1156,2,Electrical,Electrical Co,926,1013,99,0
1156,3,Concrete,Concrete Co,1251,1287,57,0
1156,3,Excavation,Excavation Co,1251,1260,89,1
1156,4,Carpentry,Carpentry Co,926,857,59,0
1156,4,Electrical,Electrical Co,926,920,99,0
1156,5,Plumbing,Plumbing Co,1065,1017,90,0
1156,5,Concrete,Concrete Co,1065,1125,50,0
1157,1,HVAC,HVAC Co,237,214,96,0
1157,1,Electrical,Electrical Co,237,226,102,0
1157,2,Finishes,Finishes Co,475,428,67,0
1157,2,Concrete,Concrete Co,475,456,82,0
1157,3,Steel Erection,Steel Erection Co,641,607,55,0
1157,3,Plumbing,Plumbing Co,641,688,72,0
1157,4,Steel Erection,Steel Erection Co,475,512,51,0
1157,4,Finishes,Finishes Co,475,493,93,1
1157,5,Concrete,Concrete Co,546,594,70,0
1157,5,Steel Erection,Steel Erection Co,546,510,91,1
1158,1,Steel Erection,Steel Erection Co,419,449,75,0
1158,1,Plumbing,Plumbing Co,419,460,100,0
1158,2,Steel Erection,Steel Erection Co,839,793,86,0
1158,2,Excavation,Excavation Co,839,778,78,0
1158,3,Excavation,Excavation Co,1133,1064,90,1
1158,3,Steel Erection,Steel Erection Co,1133,1051,102,1
1158,4,Electrical,Electrical Co,839,797,71,1
1158,4,Finishes,Finishes Co,839,922,59,1
1158,5,Electrical,Electrical Co,965,902,57,1
1158,5,Excavation,Excavation Co,965,901,109,1
1159,1,Excavation,Excavation Co,486,481,85,1
1159,1,Carpentry,Carpentry Co,486,505,70,0
1159,2,Plumbing,Plumbing Co,973,881,58,1
1159,2,Concrete,Concrete Co,973,1006,58,0
1159,3,Electrical,Electrical Co,1314,1228,60,1
1159,3,Finishes,Finishes Co,1314,1260,53,0
1159,4,Excavation,Excavation Co,973,980,59,0
1159,4,Electrical,Electrical Co,973,989,87,1
1159,5,Concrete,Concrete Co,1119,1230,92,0
1159,5,Electrical,Electrical Co,1119,1046,50,0
1160,1,Steel Erection,Steel Erection Co,457,465,109,0
1160,1,Excavation,Excavation Co,457,464,72,1
1160,2,Concrete,Concrete Co,914,942,72,0
1160,2,Steel Erection,Steel Erection Co,914,1002,84,0
1160,3,Excavation,Excavation Co,1234,1347,99,0
1160,3,Steel Erection,Steel Erection Co,1234,1341,54,1
1160,4,Concrete,Concrete Co,914,890,66,0
1160,4,Finishes,Finishes Co,914,900,77,0
1160,5,Excavation,Excavation Co,1051,962,81,1
1160,5,Concrete,Concrete Co,1051,964,55,0
1161,1,Steel Erection,Steel Erection Co,302,289,109,0
1161,1,Electrical,Electrical Co,302,274,53,1
1161,2,Finishes,Finishes Co,604,660,59,0
1161,2,Steel Erection,Steel Erection Co,604,553,69,0
1161,3,Electrical,Electrical Co,815,852,84,0
1161,3,HVAC,HVAC Co,815,874,108,2
1161,4,Electrical,Electrical Co,604,554,107,0
1161,4,Excavation,Excavation Co,604,603,107,0
1161,5,Steel Erection,Steel Erection Co,694,669,107,1
1161,5,Concrete,Concrete Co,694,666,64,2
1162,1,Electrical,Electrical Co,57,58,53,0
1162,1,HVAC,HVAC Co,57,60,107,2
1162,2,Concrete,Concrete Co,115,121,102,2
1162,2,Finishes,Finishes Co,115,115,100,1
1162,3,Finishes,Finishes Co,156,169,65,2
1162,3,HVAC,HVAC Co,156,145,66,0
1162,4,Plumbing,Plumbing Co,115,107,54,1
1162,4,Electrical,Electrical Co,115,115,55,0
1162,5,Carpentry,Carpentry Co,133,144,98,0
1162,5,Steel Erection,Steel Erection Co,133,119,103,0
1163,1,Excavation,Excavation Co,342,340,54,0
1163,1,Finishes,Finishes Co,342,332,106,0
1163,2,Carpentry,Carpentry Co,684,654,99,0
1163,2,Concrete,Concrete Co,684,646,67,0
1163,3,Plumbing,Plumbing Co,924,981,73,0
1163,3,Excavation,Excavation Co,924,924,81,2
1163,4,HVAC,HVAC Co,684,706,74,0
1163,4,Concrete,Concrete Co,684,741,56,2
1163,5,Finishes,Finishes Co,787,735,55,0
1163,5,Carpentry,Carpentry Co,787,790,100,1
1164,1,Finishes,Finishes Co,123,129,68,1
1164,1,Concrete,Concrete Co,123,126,72,1
1164,2,Electrical,Electrical Co,246,256,64,1
1164,2,Steel Erection,Steel Erection Co,246,229,62,0
1164,3,Plumbing,Plumbing Co,332,312,108,0
1164,3,Carpentry,Carpentry Co,332,348,66,0
1164,4,Concrete,Concrete Co,246,254,85,0
1164,4,Plumbing,Plumbing Co,246,267,58,0
1164,5,Electrical,Electrical Co,283,298,107,0
1164,5,Concrete,Concrete Co,283,276,102,0
1165,1,Excavation,Excavation Co,61,62,104,0
1165,1,Carpentry,Carpentry Co,61,58,64,0
1165,2,Steel Erection,Steel Erection Co,123,118,90,1
1165,2,HVAC,HVAC Co,123,129,72,0
1165,3,Carpentry,Carpentry Co,166,156,70,1
1165,3,Steel Erection,Steel Erection Co,166,157,54,0
1165,4,Finishes,Finishes Co,123,115,95,0
1165,4,Steel Erection,Steel Erection Co,123,117,62,0
1165,5,Finishes,Finishes Co,141,131,102,0
1165,5,Excavation,Excavation Co,141,129,73,0
1166,1,HVAC,HVAC Co,51,50,102,1
1166,1,Plumbing,Plumbing Co,51,49,83,0
1166,2,HVAC,HVAC Co,102,99,95,1
1166,2,Finishes,Finishes Co,102,102,105,0
1166,3,Plumbing,Plumbing Co,137,148,55,1
1166,3,Excavation,Excavation Co,137,131,88,0
1166,4,Finishes,Finishes Co,102,104,89,0
1166,4,HVAC,HVAC Co,102,97,62,4
1166,5,Carpentry,Carpentry Co,117,112,93,0
1166,5,Electrical,Electrical Co,117,113,92,1
1167,1,Concrete,Concrete Co,226,246,103,0
1167,1,Excavation,Excavation Co,226,210,71,1
1167,2,Finishes,Finishes Co,452,429,86,0
1167,2,HVAC,HVAC Co,452,406,65,1
1167,3,Electrical,Electrical Co,610,573,76,1
1167,3,Finishes,Finishes Co,610,604,81,0
1167,4,Steel Erection,Steel Erection Co,452,489,60,0
1167,4,Plumbing,Plumbing Co,452,452,73,0
1167,5,Plumbing,Plumbing Co,520,525,93,0
1167,5,HVAC,HVAC Co,520,507,98,0
1168,1,Carpentry,Carpentry Co,439,441,105,1
1168,1,Plumbing,Plumbing Co,439,469,82,1
1168,2,Concrete,Concrete Co,878,893,89,0
1168,2,Steel Erection,Steel Erection Co,878,923,82,0
1168,3,Finishes,Finishes Co,1186,1247,56,0
1168,3,Electrical,Electrical Co,1186,1088,105,2
1168,4,Carpentry,Carpentry Co,878,931,88,1
1168,4,Concrete,Concrete Co,878,798,70,0
1168,5,Concrete,Concrete Co,1010,1097,86,0
1168,5,Electrical,Electrical Co,1010,939,100,0
1169,1,Finishes,Finishes Co,166,157,70,1
1169,1,Electrical,Electrical Co,166,168,70,2
1169,2,Plumbing,Plumbing Co,333,362,63,0
1169,2,Finishes,Finishes Co,333,358,54,2
1169,3,Steel Erection,Steel Erection Co,450,467,67,0
1169,3,Finishes,Finishes Co,450,489,74,0
1169,4,HVAC,HVAC Co,333,363,97,0
1169,4,Excavation,Excavation Co,333,305,52,1
1169,5,Steel Erection,Steel Erection Co,383,373,105,0
1169,5,HVAC,HVAC Co,383,356,88,0
1170,1,Concrete,Concrete Co,494,494,85,0
1170,1,Electrical,Electrical Co,494,459,56,1
1170,2,Concrete,Concrete Co,989,894,106,0
1170,2,HVAC,HVAC Co,989,1028,93,0
1170,3,Concrete,Concrete Co,1336,1243,52,0
1170,3,Electrical,Electrical Co,1336,1250,70,0
1170,4,Concrete,Concrete Co,989,949,68,0
1170,4,Steel Erection,Steel Erection Co,989,913,101,0
1170,5,Concrete,Concrete Co,1138,1240,102,0
1170,5,Finishes,Finishes Co,1138,1135,87,0
1171,1,Finishes,Finishes Co,428,421,78,1
1171,1,Carpentry,Carpentry Co,428,444,88,0
1171,2,Concrete,Concrete Co,857,800,61,0
1171,2,Carpentry,Carpentry Co,857,866,87,0
1171,3,Concrete,Concrete Co,1158,1263,77,0
1171,3,Steel Erection,Steel Erection Co,1158,1101,81,0
1171,4,Carpentry,Carpentry Co,857,777,65,1
1171,4,Excavation,Excavation Co,857,792,97,0
1171,5,Plumbing,Plumbing Co,986,990,74,0
1171,5,Concrete,Concrete Co,986,955,89,1
1172,1,Electrical,Electrical Co,142,141,101,2
1172,1,Finishes,Finishes Co,142,133,101,1
1172,2,Excavation,Excavation Co,284,307,89,0
1172,2,Concrete,Concrete Co,284,298,86,0
1172,3,Finishes,Finishes Co,383,362,54,0
1172,3,Steel Erection,Steel Erection Co,383,400,71,0
1172,4,Plumbing,Plumbing Co,284,298,106,0
1172,4,Carpentry,Carpentry Co,284,293,97,0
1172,5,Finishes,Finishes Co,326,340,55,0
1172,5,Excavation,Excavation Co,326,339,59,0
1173,1,Concrete,Concrete Co,399,423,55,0
1173,1,Carpentry,Carpentry Co,399,363,101,0
1173,2,Concrete,Concrete Co,799,752,61,0
1173,2,Steel Erection,Steel Erection Co,799,730,86,0
1173,3,HVAC,HVAC Co,1079,1138,91,1
1173,3,Excavation,Excavation Co,1079,1099,96,0
1173,4,Electrical,Electrical Co,799,844,107,1
1173,4,Plumbing,Plumbing Co,799,780,73,0
1173,5,Excavation,Excavation Co,919,997,67,0
1173,5,Plumbing,Plumbing Co,919,837,58,0
1174,1,Concrete,Concrete Co,136,148,71,2
1174,1,Plumbing,Plumbing Co,136,148,86,0
1174,2,Finishes,Finishes Co,273,264,100,0
1174,2,Excavation,Excavation Co,273,248,86,0
1174,3,Excavation,Excavation Co,369,357,76,0
1174,3,Carpentry,Carpentry Co,369,362,109,0
1174,4,HVAC,HVAC Co,273,275,84,1
1174,4,Excavation,Excavation Co,273,256,99,1
1174,5,Steel Erection,Steel Erection Co,314,335,72,0
1174,5,Carpentry,Carpentry Co,314,298,109,0
1175,1,Finishes,Finishes Co,377,361,107,0
1175,1,Excavation,Excavation Co,377,396,80,1
1175,2,Steel Erection,Steel Erection Co,754,772,77,0
1175,2,Electrical,Electrical Co,754,821,92,0
1175,3,Concrete,Concrete Co,1018,984,71,0
1175,3,Finishes,Finishes Co,1018,1029,86,1
1175,4,Excavation,Excavation Co,754,698,58,0
1175,4,Plumbing,Plumbing Co,754,808,51,0
1175,5,Finishes,Finishes Co,867,888,72,0
1175,5,Plumbing,Plumbing Co,867,789,98,1
1176,1,Carpentry,Carpentry Co,381,382,103,0
1176,1,Steel Erection,Steel Erection Co,381,398,99,0
1176,2,HVAC,HVAC Co,763,803,107,0
1176,2,Concrete,Concrete Co,763,724,51,0
1176,3,Finishes,Finishes Co,1030,1025,63,2
1176,3,Plumbing,Plumbing Co,1030,960,53,0
1176,4,Finishes,Finishes Co,763,708,98,0
1176,4,Electrical,Electrical Co,763,766,78,1
1176,5,Plumbing,Plumbing Co,877,867,50,0
1176,5,Steel Erection,Steel Erection Co,877,859,71,0
1177,1,Steel Erection,Steel Erection Co,350,322,93,0
1177,1,Excavation,Excavation Co,350,356,78,0
1177,2,Electrical,Electrical Co,701,669,92,1
1177,2,HVAC,HVAC Co,701,650,107,0
1177,3,Electrical,Electrical Co,946,950,74,0
1177,3,Carpentry,Carpentry Co,946,1009,54,0
1177,4,Finishes,Finishes Co,701,703,77,0
1177,4,Plumbing,Plumbing Co,701,755,66,0
1177,5,Excavation,Excavation Co,806,857,62,0
1177,5,Concrete,Concrete Co,806,865,86,0
1178,1,Plumbing,Plumbing Co,378,377,97,0
1178,1,Finishes,Finishes Co,378,398,52,0
1178,2,Steel Erection,Steel Erection Co,757,763,96,0
1178,2,Concrete,Concrete Co,757,788,72,0
1178,3,Plumbing,Plumbing Co,1022,1046,93,0
1178,3,Concrete,Concrete Co,1022,1007,61,0
1178,4,Steel Erection,Steel Erection Co,757,822,55,0
1178,4,Excavation,Excavation Co,757,713,109,1
1178,5,Electrical,Electrical Co,870,791,97,0
1178,5,Plumbing,Plumbing Co,870,942,78,2
1179,1,Concrete,Concrete Co,207,205,109,0
1179,1,Finishes,Finishes Co,207,189,81,0
1179,2,Carpentry,Carpentry Co,414,448,57,0
1179,2,Steel Erection,Steel Erection Co,414,411,104,0
1179,3,Plumbing,Plumbing Co,560,557,87,1
1179,3,Carpentry,Carpentry Co,560,518,89,0
1179,4,Carpentry,Carpentry Co,414,393,51,0
1179,4,Concrete,Concrete Co,414,432,88,0
1179,5,Plumbing,Plumbing Co,477,454,85,0
1179,5,Excavation,Excavation Co,477,449,57,0
1180,1,Plumbing,Plumbing Co,275,261,108,0
1180,1,Excavation,Excavation Co,275,268,106,0
1180,2,Electrical,Electrical Co,550,496,82,0
1180,2,Steel Erection,Steel Erection Co,550,563,104,0
1180,3,Finishes,Finishes Co,743,747,109,0
1180,3,HVAC,HVAC Co,743,716,54,0
1180,4,Carpentry,Carpentry Co,550,546,80,1
1180,4,Excavation,Excavation Co,550,506,107,3
1180,5,Plumbing,Plumbing Co,633,580,80,2
