project_id,phase_id,phase_name,planned_start,planned_end,actual_start,actual_end,planned_cost,actual_cost,planned_hours,actual_hours,weather_delay_days
1120,4,Enclosure,2019-01-24,2019-07-06,2019-01-24,2019-07-01 00:00:00,2416450,2414866,2684,2613,2
1120,5,Interiors,2019-07-07,2019-12-01,2019-07-07,2019-12-07 00:00:00,2684944,2695436,3087,3238,3
1121,1,Site Prep,2008-08-31,2008-12-08,2008-08-31,2008-12-18 00:00:00,1087482,1159501,1087,1127,1
1121,2,Foundation,2008-12-09,2009-03-04,2008-12-09,2009-03-08 00:00:00,2392461,2454154,2174,2266,1
1121,3,Structural,2009-03-05,2009-07-10,2009-03-05,2009-07-08 00:00:00,3044951,3122898,2936,3001,5
1121,4,Enclosure,2009-07-11,2009-10-26,2009-07-11,2009-10-24 00:00:00,1957468,2049476,2174,2198,4
1121,5,Interiors,2009-10-27,2010-02-03,2009-10-27,2010-01-29 00:00:00,2174965,2323008,2501,2579,1
1122,1,Site Prep,2022-02-09,2022-05-21,2022-02-09,2022-05-17 00:00:00,440131,450237,440,449,4
1122,2,Foundation,2022-05-22,2022-08-22,2022-05-22,2022-08-22 00:00:00,968289,982581,880,834,4
1122,3,Structural,2022-08-23,2022-12-11,2022-08-23,2022-12-12 00:00:00,1232368,1264044,1188,1171,1
1122,4,Enclosure,2022-12-12,2023-03-20,2022-12-12,2023-03-31 00:00:00,792237,790921,880,920,3
1122,5,Interiors,2023-03-21,2023-07-11,2023-03-21,2023-07-16 00:00:00,880263,884887,1012,1035,2
1123,1,Site Prep,2014-02-16,2014-04-19,2014-02-16,2014-04-18 00:00:00,1232042,1306696,1232,1314,0
1123,2,Foundation,2014-04-20,2014-06-21,2014-04-20,2014-06-26 00:00:00,2710492,2786258,2464,2580,1
1123,3,Structural,2014-06-22,2014-08-06,2014-06-22,2014-08-15 00:00:00,3449717,3543951,3326,3410,5
1123,4,Enclosure,2014-08-07,2014-09-25,2014-08-07,2014-09-24 00:00:00,2217675,2333453,2464,2594,0
1123,5,Interiors,2014-09-26,2014-12-05,2014-09-26,2014-12-12 00:00:00,2464084,2588713,2833,2873,3
1124,1,Site Prep,2021-05-22,2021-09-16,2021-05-22,2021-09-12 00:00:00,438580,452911,438,445,1
1124,2,Foundation,2021-09-17,2022-02-15,2021-09-17,2022-02-15 00:00:00,964877,999889,877,876,1
1124,3,Structural,2022-02-16,2022-06-07,2022-02-16,2022-06-16 00:00:00,1228026,1282034,1184,1229,5
1124,4,Enclosure,2022-06-08,2022-10-13,2022-06-08,2022-10-20 00:00:00,789445,815366,877,893,0
1124,5,Interiors,2022-10-14,2023-02-09,2022-10-14,2023-02-17 00:00:00,877161,908367,1008,1026,2
1125,1,Site Prep,2002-04-17,2002-06-14,2002-04-17,2002-06-27 00:00:00,238098,246217,238,240,5
1125,2,Foundation,2002-06-15,2002-08-15,2002-06-15,2002-08-18 00:00:00,523817,540399,476,473,0
1125,3,Structural,2002-08-16,2002-10-13,2002-08-16,2002-10-10 00:00:00,666676,685826,642,627,1
1125,4,Enclosure,2002-10-14,2002-11-26,2002-10-14,2002-11-28 00:00:00,428577,432374,476,452,4
1125,5,Interiors,2002-11-27,2003-01-08,2002-11-27,2003-01-19 00:00:00,476197,476512,547,571,1
1126,1,Site Prep,2011-10-30,2012-02-05,2011-10-30,2012-02-16 00:00:00,1178960,1261439,1178,1176,0
1126,2,Foundation,2012-02-06,2012-05-25,2012-02-06,2012-05-25 00:00:00,2593712,2615203,2357,2369,2
1126,3,Structural,2012-05-26,2012-09-11,2012-05-26,2012-09-13 00:00:00,3301088,3416282,3183,3400,4
1126,4,Enclosure,2012-09-12,2012-11-20,2012-09-12,2012-11-19 00:00:00,2122128,2157791,2357,2419,3
1126,5,Interiors,2012-11-21,2013-02-24,2012-11-21,2013-03-06 00:00:00,2357920,2385002,2711,2734,0
1127,1,Site Prep,1999-03-19,1999-05-09,1999-03-19,1999-05-21 00:00:00,1186587,1243026,1186,1174,3
1127,2,Foundation,1999-05-10,1999-06-29,1999-05-10,1999-06-26 00:00:00,2610492,2693015,2373,2519,2
1127,3,Structural,1999-06-30,1999-08-29,1999-06-30,1999-09-06 00:00:00,3322444,3450458,3203,3329,0
1127,4,Enclosure,1999-08-30,1999-10-13,1999-08-30,1999-10-11 00:00:00,2135857,2203341,2373,2412,0
1127,5,Interiors,1999-10-14,1999-11-24,1999-10-14,1999-12-03 00:00:00,2373174,2476896,2729,2670,2
1128,1,Site Prep,2001-03-14,2001-08-21,2001-03-14,2001-08-22 00:00:00,1462458,1504723,1462,1456,2
1128,2,Foundation,2001-08-22,2002-02-04,2001-08-22,2002-02-14 00:00:00,3217409,3359897,2924,3021,1
1128,3,Structural,2002-02-05,2002-06-17,2002-02-05,2002-06-30 00:00:00,4094884,4309022,3948,4140,1
1128,4,Enclosure,2002-06-18,2002-10-08,2002-06-18,2002-10-12 00:00:00,2632425,2752996,2924,3030,0
1128,5,Interiors,2002-10-09,2003-03-19,2002-10-09,2003-03-15 00:00:00,2924917,3012836,3363,3414,5
1129,1,Site Prep,2000-08-04,2000-10-24,2000-08-04,2000-10-29 00:00:00,884317,924444,884,875,1
1129,2,Foundation,2000-10-25,2000-12-28,2000-10-25,2001-01-04 00:00:00,1945499,1995889,1768,1748,4
1129,3,Structural,2000-12-29,2001-04-10,2000-12-29,2001-04-17 00:00:00,2476089,2644426,2387,2448,1
1129,4,Enclosure,2001-04-11,2001-07-09,2001-04-11,2001-07-11 00:00:00,1591772,1566964,1768,1757,5
1129,5,Interiors,2001-07-10,2001-09-18,2001-07-10,2001-09-16 00:00:00,1768635,1715183,2033,2106,0
1130,1,Site Prep,1998-06-06,1998-07-28,1998-06-06,1998-07-29 00:00:00,1099913,1176149,1099,1142,0
1130,2,Foundation,1998-07-29,1998-09-12,1998-07-29,1998-09-17 00:00:00,2419810,2487610,2199,2289,0
1130,3,Structural,1998-09-13,1998-10-29,1998-09-13,1998-10-30 00:00:00,3079758,3164325,2969,3104,1
1130,4,Enclosure,1998-10-30,1998-12-16,1998-10-30,1998-12-13 00:00:00,1979844,1949822,2199,2289,0
1130,5,Interiors,1998-12-17,1999-02-11,1998-12-17,1999-02-11 00:00:00,2199827,2290186,2529,2464,3
1131,1,Site Prep,2020-06-02,2020-09-10,2020-06-02,2020-09-05 00:00:00,424805,463434,424,426,1
1131,2,Foundation,2020-09-11,2020-12-27,2020-09-11,2021-01-01 00:00:00,934572,985871,849,825,3
1131,3,Structural,2020-12-28,2021-03-17,2020-12-28,2021-03-15 00:00:00,1189456,1223264,1146,1202,0
1131,4,Enclosure,2021-03-18,2021-05-26,2021-03-18,2021-05-21 00:00:00,764650,775858,849,863,0
1131,5,Interiors,2021-05-27,2021-08-10,2021-05-27,2021-08-07 00:00:00,849611,848092,977,1027,2
1132,1,Site Prep,2005-01-13,2005-03-13,2005-01-13,2005-03-13 00:00:00,266939,282784,266,261,2
1132,2,Foundation,2005-03-14,2005-04-27,2005-03-14,2005-04-28 00:00:00,587267,592622,533,534,1
1132,3,Structural,2005-04-28,2005-06-18,2005-04-28,2005-06-26 00:00:00,747430,778455,720,718,1
1132,4,Enclosure,2005-06-19,2005-08-23,2005-06-19,2005-09-05 00:00:00,480491,493525,533,542,3
1132,5,Interiors,2005-08-24,2005-10-05,2005-08-24,2005-10-11 00:00:00,533879,574153,613,618,1
1133,1,Site Prep,2008-05-25,2008-09-02,2008-05-25,2008-09-11 00:00:00,753939,785043,753,747,3
1133,2,Foundation,2008-09-03,2008-11-26,2008-09-03,2008-12-02 00:00:00,1658666,1717875,1507,1507,2
1133,3,Structural,2008-11-27,2009-02-28,2008-11-27,2009-02-23 00:00:00,2111030,2163722,2035,2069,1
1133,4,Enclosure,2009-03-01,2009-06-22,2009-03-01,2009-06-21 00:00:00,1357090,1412522,1507,1605,0
1133,5,Interiors,2009-06-23,2009-09-26,2009-06-23,2009-10-08 00:00:00,1507878,1506377,1734,1756,0
1134,1,Site Prep,1999-07-28,1999-09-15,1999-07-28,1999-09-19 00:00:00,406758,416372,406,411,1
1134,2,Foundation,1999-09-16,1999-11-04,1999-09-16,1999-11-11 00:00:00,894869,869591,813,829,1
1134,3,Structural,1999-11-05,2000-01-11,1999-11-05,2000-01-07 00:00:00,1138924,1165758,1098,1152,0
1134,4,Enclosure,2000-01-12,2000-03-11,2000-01-12,2000-03-18 00:00:00,732166,772781,813,797,0
1134,5,Interiors,2000-03-12,2000-05-23,2000-03-12,2000-05-28 00:00:00,813517,834055,935,990,2
1135,1,Site Prep,2005-02-28,2005-05-24,2005-02-28,2005-06-06 00:00:00,1289888,1312997,1289,1313,0
1135,2,Foundation,2005-05-25,2005-09-23,2005-05-25,2005-09-29 00:00:00,2837754,3050075,2579,2562,5
1135,3,Structural,2005-09-24,2006-01-08,2005-09-24,2006-01-08 00:00:00,3611687,3726418,3482,3534,5
1135,4,Enclosure,2006-01-09,2006-04-01,2006-01-09,2006-03-30 00:00:00,2321799,2492817,2579,2556,3
1135,5,Interiors,2006-04-02,2006-08-01,2006-04-02,2006-08-07 00:00:00,2579776,2680207,2966,3114,3
1136,1,Site Prep,2008-03-24,2008-09-04,2008-03-24,2008-09-07 00:00:00,220070,220121,220,215,1
1136,2,Foundation,2008-09-05,2008-12-20,2008-09-05,2008-12-25 00:00:00,484154,495316,440,470,0
1136,3,Structural,2008-12-21,2009-04-23,2008-12-21,2009-04-20 00:00:00,616196,621295,594,618,0
1136,4,Enclosure,2009-04-24,2009-08-04,2009-04-24,2009-08-15 00:00:00,396126,396173,440,446,2
1136,5,Interiors,2009-08-05,2010-01-05,2009-08-05,2010-01-13 00:00:00,440140,442320,506,524,3
1137,1,Site Prep,2008-10-02,2008-12-19,2008-10-02,2008-12-31 00:00:00,183189,186788,183,189,0
1137,2,Foundation,2008-12-20,2009-03-18,2008-12-20,2009-04-01 00:00:00,403017,414409,366,365,3
1137,3,Structural,2009-03-19,2009-06-19,2009-03-19,2009-06-23 00:00:00,512931,528678,494,505,4
1137,4,Enclosure,2009-06-20,2009-09-02,2009-06-20,2009-09-15 00:00:00,329741,355317,366,376,0
1137,5,Interiors,2009-09-03,2009-11-16,2009-09-03,2009-11-17 00:00:00,366379,381353,421,420,1
1138,1,Site Prep,2005-06-24,2005-08-23,2005-06-24,2005-08-21 00:00:00,473760,505219,473,476,5
1138,2,Foundation,2005-08-24,2005-11-07,2005-08-24,2005-11-18 00:00:00,1042272,1069147,947,958,2
1138,3,Structural,2005-11-08,2006-01-03,2005-11-08,2005-12-30 00:00:00,1326528,1337930,1279,1297,3
1138,4,Enclosure,2006-01-04,2006-03-23,2006-01-04,2006-04-05 00:00:00,852768,910819,947,994,1
1138,5,Interiors,2006-03-24,2006-06-22,2006-03-24,2006-06-30 00:00:00,947520,967619,1089,1109,2
1139,1,Site Prep,2022-01-21,2022-03-26,2022-01-21,2022-03-30 00:00:00,809561,842676,809,817,1
1139,2,Foundation,2022-03-27,2022-05-29,2022-03-27,2022-05-26 00:00:00,1781035,1875571,1619,1669,0
1139,3,Structural,2022-05-30,2022-07-23,2022-05-30,2022-08-03 00:00:00,2266772,2226843,2185,2240,3
1139,4,Enclosure,2022-07-24,2022-10-04,2022-07-24,2022-10-04 00:00:00,1457210,1469527,1619,1644,0
1139,5,Interiors,2022-10-05,2022-12-21,2022-10-05,2022-12-23 00:00:00,1619123,1645236,1861,1895,1
1140,1,Site Prep,2012-05-17,2012-10-26,2012-05-17,2012-11-07 00:00:00,1239021,1254693,1239,1221,0
1140,2,Foundation,2012-10-27,2013-03-28,2012-10-27,2013-04-04 00:00:00,2725847,2846691,2478,2494,0
1140,3,Structural,2013-03-29,2013-09-07,2013-03-29,2013-09-07 00:00:00,3469260,3648248,3345,3377,0
1140,4,Enclosure,2013-09-08,2014-01-24,2013-09-08,2014-01-31 00:00:00,2230238,2349067,2478,2461,3
1140,5,Interiors,2014-01-25,2014-05-30,2014-01-25,2014-05-28 00:00:00,2478043,2508606,2849,2852,1
1141,1,Site Prep,2022-09-14,2023-02-17,2022-09-14,2023-02-15 00:00:00,1269684,1328715,1269,1272,1
1141,2,Foundation,2023-02-18,2023-07-09,2023-02-18,2023-07-11 00:00:00,2793305,2794289,2539,2606,4
1141,3,Structural,2023-07-10,2023-12-02,2023-07-10,2023-12-02 00:00:00,3555115,3598500,3428,3617,4
1141,4,Enclosure,2023-12-03,2024-03-31,2023-12-03,2024-04-13 00:00:00,2285431,2339993,2539,2502,0
1141,5,Interiors,2024-04-01,2024-07-07,2024-04-01,2024-07-12 00:00:00,2539368,2584842,2920,3111,1
1142,1,Site Prep,2007-04-26,2007-08-07,2007-04-26,2007-08-09 00:00:00,499888,507337,499,511,1
1142,2,Foundation,2007-08-08,2007-10-22,2007-08-08,2007-11-03 00:00:00,1099754,1137894,999,1080,0
1142,3,Structural,2007-10-23,2008-02-10,2007-10-23,2008-02-13 00:00:00,1399687,1407167,1349,1381,0
1142,4,Enclosure,2008-02-11,2008-05-20,2008-02-11,2008-05-17 00:00:00,899799,948825,999,1012,1
1142,5,Interiors,2008-05-21,2008-08-02,2008-05-21,2008-08-09 00:00:00,999777,1010520,1149,1195,3
1143,1,Site Prep,2005-11-08,2006-02-27,2005-11-08,2006-03-12 00:00:00,814486,835216,814,845,3
1143,2,Foundation,2006-02-28,2006-06-02,2006-02-28,2006-06-03 00:00:00,1791871,1794594,1628,1679,1
1143,3,Structural,2006-06-03,2006-09-27,2006-06-03,2006-10-02 00:00:00,2280563,2209017,2199,2236,2
1143,4,Enclosure,2006-09-28,2007-01-06,2006-09-28,2007-01-10 00:00:00,1466076,1526036,1628,1646,0
1143,5,Interiors,2007-01-07,2007-04-04,2007-01-07,2007-04-06 00:00:00,1628973,1692148,1873,1852,1
1144,1,Site Prep,2012-03-24,2012-06-09,2012-03-24,2012-06-08 00:00:00,481172,474549,481,471,3
1144,2,Foundation,2012-06-10,2012-09-08,2012-06-10,2012-09-14 00:00:00,1058578,1136364,962,983,5
1144,3,Structural,2012-09-09,2012-12-25,2012-09-09,2012-12-26 00:00:00,1347281,1375157,1299,1264,2
1144,4,Enclosure,2012-12-26,2013-03-15,2012-12-26,2013-03-28 00:00:00,866109,882444,962,975,0
1144,5,Interiors,2013-03-16,2013-06-11,2013-03-16,2013-06-08 00:00:00,962344,978542,1106,1111,5
1145,1,Site Prep,2018-10-10,2019-02-01,2018-10-10,2019-01-31 00:00:00,1016283,1090674,1016,1026,3
1145,2,Foundation,2019-02-02,2019-05-28,2019-02-02,2019-06-08 00:00:00,2235822,2420283,2032,2017,2
1145,3,Structural,2019-05-29,2019-10-04,2019-05-29,2019-10-03 00:00:00,2845592,2944794,2743,2841,3
1145,4,Enclosure,2019-10-05,2020-02-25,2019-10-05,2020-02-29 00:00:00,1829309,1906740,2032,2154,3
1145,5,Interiors,2020-02-26,2020-07-06,2020-02-26,2020-07-14 00:00:00,2032566,2102399,2337,2387,3
1146,1,Site Prep,2017-10-23,2018-01-26,2017-10-23,2018-01-28 00:00:00,172046,178577,172,173,1
1146,2,Foundation,2018-01-27,2018-05-15,2018-01-27,2018-05-17 00:00:00,378501,376577,344,350,0
1146,3,Structural,2018-05-16,2018-08-02,2018-05-16,2018-08-07 00:00:00,481729,508152,464,476,4
1146,4,Enclosure,2018-08-03,2018-10-23,2018-08-03,2018-10-21 00:00:00,309683,335933,344,355,1
1146,5,Interiors,2018-10-24,2019-02-04,2018-10-24,2019-01-30 00:00:00,344092,355769,395,410,0
1147,1,Site Prep,2005-03-16,2005-07-09,2005-03-16,2005-07-05 00:00:00,202670,201384,202,205,3
1147,2,Foundation,2005-07-10,2005-10-23,2005-07-10,2005-11-03 00:00:00,445874,452081,405,408,1
1147,3,Structural,2005-10-24,2006-01-11,2005-10-24,2006-01-21 00:00:00,567476,563460,547,551,1
1147,4,Enclosure,2006-01-12,2006-05-06,2006-01-12,2006-05-03 00:00:00,364806,376442,405,416,2
1147,5,Interiors,2006-05-07,2006-08-06,2006-05-07,2006-08-08 00:00:00,405340,418109,466,484,1
1148,1,Site Prep,2010-11-18,2011-02-19,2010-11-18,2011-02-18 00:00:00,280262,285050,280,291,3
1148,2,Foundation,2011-02-20,2011-06-09,2011-02-20,2011-06-18 00:00:00,616577,656089,560,550,1
1148,3,Structural,2011-06-10,2011-11-03,2011-06-10,2011-11-09 00:00:00,784735,820143,756,841,0
1148,4,Enclosure,2011-11-04,2012-02-07,2011-11-04,2012-02-07 00:00:00,504472,487199,560,581,0
1148,5,Interiors,2012-02-08,2012-05-22,2012-02-08,2012-06-04 00:00:00,560525,583593,644,658,2
1149,1,Site Prep,1997-11-28,1998-01-24,1997-11-28,1998-02-04 00:00:00,273681,281346,273,280,1
1149,2,Foundation,1998-01-25,1998-04-02,1998-01-25,1998-04-12 00:00:00,602099,598157,547,563,3
1149,3,Structural,1998-04-03,1998-05-21,1998-04-03,1998-05-26 00:00:00,766308,831601,738,722,5
1149,4,Enclosure,1998-05-22,1998-07-20,1998-05-22,1998-08-03 00:00:00,492627,506329,547,565,1
1149,5,Interiors,1998-07-21,1998-09-28,1998-07-21,1998-10-08 00:00:00,547363,555211,629,641,1
1150,1,Site Prep,1998-06-21,1998-10-16,1998-06-21,1998-10-12 00:00:00,658817,680165,658,678,0
1150,2,Foundation,1998-10-17,1999-01-05,1998-10-17,1999-01-13 00:00:00,1449397,1470312,1317,1353,0
1150,3,Structural,1999-01-06,1999-04-23,1999-01-06,1999-04-25 00:00:00,1844688,1903528,1778,1822,1
1150,4,Enclosure,1999-04-24,1999-07-07,1999-04-24,1999-07-04 00:00:00,1185870,1263288,1317,1390,0
1150,5,Interiors,1999-07-08,1999-10-24,1999-07-08,1999-10-25 00:00:00,1317634,1290485,1515,1566,0
1151,1,Site Prep,2019-05-19,2019-07-14,2019-05-19,2019-07-23 00:00:00,361704,367137,361,383,3
1151,2,Foundation,2019-07-15,2019-09-27,2019-07-15,2019-10-07 00:00:00,795749,847265,723,739,2
1151,3,Structural,2019-09-28,2019-11-26,2019-09-28,2019-11-29 00:00:00,1012772,1098808,976,1035,3
1151,4,Enclosure,2019-11-27,2020-01-30,2019-11-27,2020-02-09 00:00:00,651068,678179,723,733,0
1151,5,Interiors,2020-01-31,2020-04-29,2020-01-31,2020-05-06 00:00:00,723409,743385,831,803,3
1152,1,Site Prep,2005-01-12,2005-05-22,2005-01-12,2005-05-31 00:00:00,483703,496482,483,477,5
1152,2,Foundation,2005-05-23,2005-10-02,2005-05-23,2005-10-03 00:00:00,1064148,1135555,967,1045,4
1152,3,Structural,2005-10-03,2006-03-08,2005-10-03,2006-03-09 00:00:00,1354370,1400869,1305,1303,2
1152,4,Enclosure,2006-03-09,2006-07-20,2006-03-09,2006-07-25 00:00:00,870666,910031,967,992,2
1152,5,Interiors,2006-07-21,2006-12-13,2006-07-21,2006-12-19 00:00:00,967407,979240,1112,1168,5
1153,1,Site Prep,2002-08-20,2002-11-29,2002-08-20,2002-12-02 00:00:00,352565,354937,352,351,4
1153,2,Foundation,2002-11-30,2003-03-07,2002-11-30,2003-03-10 00:00:00,775643,810156,705,743,5
1153,3,Structural,2003-03-08,2003-07-02,2003-03-08,2003-07-11 00:00:00,987182,1001512,951,948,2
1153,4,Enclosure,2003-07-03,2003-10-03,2003-07-03,2003-10-07 00:00:00,634617,681394,705,719,0
1153,5,Interiors,2003-10-04,2004-01-21,2003-10-04,2004-02-04 00:00:00,705130,763202,810,818,4
1154,1,Site Prep,2012-01-07,2012-04-12,2012-01-07,2012-04-07 00:00:00,1321720,1419155,1321,1291,0
1154,2,Foundation,2012-04-13,2012-07-22,2012-04-13,2012-07-17 00:00:00,2907785,3090178,2643,2647,3
1154,3,Structural,2012-07-23,2012-11-05,2012-07-23,2012-10-31 00:00:00,3700817,3914466,3568,3588,0
1154,4,Enclosure,2012-11-06,2013-02-11,2012-11-06,2013-02-16 00:00:00,2379097,2589087,2643,2691,3
1154,5,Interiors,2013-02-12,2013-05-13,2013-02-12,2013-05-11 00:00:00,2643441,2653632,3039,3144,2
1155,1,Site Prep,2014-01-18,2014-06-22,2014-01-18,2014-06-28 00:00:00,177329,193324,177,182,0
1155,2,Foundation,2014-06-23,2014-12-06,2014-06-23,2014-12-14 00:00:00,390123,381860,354,358,1
1155,3,Structural,2014-12-07,2015-04-18,2014-12-07,2015-04-13 00:00:00,496521,499265,478,484,0
1155,4,Enclosure,2015-04-19,2015-10-14,2015-04-19,2015-10-19 00:00:00,319192,323725,354,363,3
1155,5,Interiors,2015-10-15,2016-03-26,2015-10-15,2016-04-01 00:00:00,354658,354291,407,400,2
1156,1,Site Prep,2017-08-19,2017-11-09,2017-08-19,2017-11-12 00:00:00,1390425,1440701,1390,1447,3
1156,2,Foundation,2017-11-10,2018-02-15,2017-11-10,2018-02-26 00:00:00,3058936,3191580,2780,2873,4
1156,3,Structural,2018-02-16,2018-06-06,2018-02-16,2018-06-19 00:00:00,3893191,3791931,3754,3767,1
1156,4,Enclosure,2018-06-07,2018-08-13,2018-06-07,2018-08-22 00:00:00,2502765,2587061,2780,2935,3
1156,5,Interiors,2018-08-14,2018-11-18,2018-08-14,2018-11-20 00:00:00,2780851,2994214,3197,3184,1
1157,1,Site Prep,2009-05-29,2009-08-05,2009-05-29,2009-08-14 00:00:00,712796,742451,712,753,0
1157,2,Foundation,2009-08-06,2009-10-03,2009-08-06,2009-10-04 00:00:00,1568152,1617861,1425,1468,1
1157,3,Structural,2009-10-04,2010-01-04,2009-10-04,2010-01-05 00:00:00,1995830,2113084,1924,1969,0
1157,4,Enclosure,2010-01-05,2010-03-03,2010-01-05,2010-03-05 00:00:00,1283034,1294511,1425,1445,0
1157,5,Interiors,2010-03-04,2010-05-01,2010-03-04,2010-05-11 00:00:00,1425593,1503656,1639,1687,1
1158,1,Site Prep,2003-09-08,2003-12-17,2003-09-08,2003-12-31 00:00:00,1259975,1269708,1259,1228,1
1158,2,Foundation,2003-12-18,2004-04-16,2003-12-18,2004-04-12 00:00:00,2771946,2806577,2519,2421,3
1158,3,Structural,2004-04-17,2004-07-19,2004-04-17,2004-07-18 00:00:00,3527932,3724596,3401,3483,0
1158,4,Enclosure,2004-07-20,2004-11-10,2004-07-20,2004-11-24 00:00:00,2267956,2295638,2519,2465,2
1158,5,Interiors,2004-11-11,2005-02-09,2004-11-11,2005-02-12 00:00:00,2519951,2604634,2897,2869,4
1159,1,Site Prep,2004-11-22,2005-03-25,2004-11-22,2005-03-24 00:00:00,1460831,1477598,1460,1429,5
1159,2,Foundation,2005-03-26,2005-07-21,2005-03-26,2005-07-17 00:00:00,3213829,3311306,2921,2900,0
1159,3,Structural,2005-07-22,2005-11-29,2005-07-22,2005-11-25 00:00:00,4090328,4158882,3944,4108,0
1159,4,Enclosure,2005-11-30,2006-04-19,2005-11-30,2006-05-02 00:00:00,2629497,2734511,2921,2943,0
1159,5,Interiors,2006-04-20,2006-09-02,2006-04-20,2006-09-04 00:00:00,2921663,2843005,3359,3462,2
1160,1,Site Prep,2003-10-03,2004-02-09,2003-10-03,2004-02-06 00:00:00,1372096,1424430,1372,1327,0
1160,2,Foundation,2004-02-10,2004-06-30,2004-02-10,2004-07-12 00:00:00,3018613,3062325,2744,2888,0
1160,3,Structural,2004-07-01,2004-11-10,2004-07-01,2004-11-20 00:00:00,3841871,3889918,3704,3700,1
1160,4,Enclosure,2004-11-11,2005-03-06,2004-11-11,2005-03-04 00:00:00,2469774,2726304,2744,2717,0
1160,5,Interiors,2005-03-07,2005-06-21,2005-03-07,2005-06-17 00:00:00,2744193,2902734,3155,3083,3
1161,1,Site Prep,1998-07-05,1998-08-24,1998-07-05,1998-08-24 00:00:00,906483,874743,906,973,2
1161,2,Foundation,1998-08-25,1998-10-27,1998-08-25,1998-10-27 00:00:00,1994263,2117825,1812,1832,3
1161,3,Structural,1998-10-28,1998-12-24,1998-10-28,1998-12-29 00:00:00,2538153,2650790,2447,2426,0
1161,4,Enclosure,1998-12-25,1999-02-20,1998-12-25,1999-02-28 00:00:00,1631669,1502102,1812,1883,0
1161,5,Interiors,1999-02-21,1999-04-10,1999-02-21,1999-04-23 00:00:00,1812966,1901842,2084,2139,0
1162,1,Site Prep,2016-05-10,2016-09-12,2016-05-10,2016-09-08 00:00:00,173829,185100,173,168,0
1162,2,Foundation,2016-09-13,2016-12-15,2016-09-13,2016-12-19 00:00:00,382424,378183,347,352,0
1162,3,Structural,2016-12-16,2017-04-30,2016-12-16,2017-04-25 00:00:00,486722,498054,469,464,5
1162,4,Enclosure,2017-05-01,2017-08-26,2017-05-01,2017-08-21 00:00:00,312892,317206,347,348,2
1162,5,Interiors,2017-08-27,2017-12-20,2017-08-27,2017-12-16 00:00:00,347658,355220,399,403,1
1163,1,Site Prep,2010-02-17,2010-04-15,2010-02-17,2010-04-16 00:00:00,1026675,1062720,1026,1028,3
1163,2,Foundation,2010-04-16,2010-06-26,2010-04-16,2010-06-21 00:00:00,2258686,2392826,2053,2077,1
1163,3,Structural,2010-06-27,2010-09-06,2010-06-27,2010-09-06 00:00:00,2874691,2969681,2772,2795,1
1163,4,Enclosure,2010-09-07,2010-11-21,2010-09-07,2010-12-01 00:00:00,1848015,1945089,2053,2128,0
1163,5,Interiors,2010-11-22,2011-01-30,2010-11-22,2011-02-11 00:00:00,2053351,2239831,2361,2345,3
1164,1,Site Prep,2015-03-21,2015-07-16,2015-03-21,2015-07-25 00:00:00,369721,368083,369,382,0
1164,2,Foundation,2015-07-17,2015-11-08,2015-07-17,2015-11-05 00:00:00,813387,839083,739,779,0
1164,3,Structural,2015-11-09,2016-02-26,2015-11-09,2016-02-21 00:00:00,1035220,1075413,998,1055,3
1164,4,Enclosure,2016-02-27,2016-06-28,2016-02-27,2016-06-25 00:00:00,665498,692896,739,811,1
1164,5,Interiors,2016-06-29,2016-10-11,2016-06-29,2016-10-22 00:00:00,739443,768024,850,849,1
1165,1,Site Prep,1999-12-06,2000-03-10,1999-12-06,2000-03-18 00:00:00,184548,196233,184,178,4
1165,2,Foundation,2000-03-11,2000-07-23,2000-03-11,2000-07-20 00:00:00,406007,394701,369,386,1
1165,3,Structural,2000-07-24,2000-10-25,2000-07-24,2000-10-29 00:00:00,516736,533218,498,494,0
1165,4,Enclosure,2000-10-26,2001-02-23,2000-10-26,2001-02-23 00:00:00,332187,332184,369,379,1
1165,5,Interiors,2001-02-24,2001-06-28,2001-02-24,2001-07-07 00:00:00,369097,379085,424,429,0
1166,1,Site Prep,2022-03-12,2022-07-17,2022-03-12,2022-07-12 00:00:00,153226,155425,153,152,2
1166,2,Foundation,2022-07-18,2022-10-21,2022-07-18,2022-11-03 00:00:00,337097,337832,306,317,0
1166,3,Structural,2022-10-22,2023-02-13,2022-10-22,2023-02-15 00:00:00,429033,439811,413,431,0
1166,4,Enclosure,2023-02-14,2023-05-04,2023-02-14,2023-05-18 00:00:00,275807,283071,306,311,3
1166,5,Interiors,2023-05-05,2023-09-07,2023-05-05,2023-09-05 00:00:00,306452,311510,352,359,3
1167,1,Site Prep,2007-08-28,2007-11-18,2007-08-28,2007-11-21 00:00:00,678635,717302,678,672,1
1167,2,Foundation,2007-11-19,2008-03-07,2007-11-19,2008-03-11 00:00:00,1492998,1475481,1357,1408,0
1167,3,Structural,2008-03-08,2008-07-08,2008-03-08,2008-07-14 00:00:00,1900179,2047168,1832,1820,0
1167,4,Enclosure,2008-07-09,2008-09-30,2008-07-09,2008-10-01 00:00:00,1221544,1299047,1357,1392,5
1167,5,Interiors,2008-10-01,2009-01-12,2008-10-01,2009-01-18 00:00:00,1357271,1380496,1560,1640,0
1168,1,Site Prep,1998-07-03,1998-09-24,1998-07-03,1998-09-21 00:00:00,1317823,1381031,1317,1390,1
