project_id,phase_id,supplier,item,qty,planned_cost,actual_cost,delivery_date,delivery_delay_days
1100,2,NorthStar Materials,Concrete,75,18351,24482,2022-07-28,1
1100,3,NorthStar Materials,Concrete,22,19573,12716,2022-11-12,5
1100,3,RapidSupply,Concrete,50,8032,20979,2022-11-12,5
1100,4,RapidSupply,Concrete,24,13486,21930,2023-03-19,1
1100,4,NorthStar Materials,Steel,46,15610,27346,2023-03-19,2
1100,5,RapidSupply,Steel,54,17038,26923,2023-06-28,3
1100,5,RapidSupply,Lumber,62,23247,17214,2023-06-28,4
1101,1,MetroBuild,Steel,90,21153,24469,2014-06-22,3
1101,1,NorthStar Materials,Concrete,44,17099,27318,2014-06-22,1
1101,2,RapidSupply,Lumber,75,14498,16715,2014-08-02,3
1101,2,Cascade Steel,Steel,77,16567,12641,2014-08-02,0
1101,3,RapidSupply,Lumber,74,11514,13429,2014-10-01,1
1101,3,Cascade Steel,Steel,91,16352,10419,2014-10-01,0
1101,4,RapidSupply,Concrete,28,21743,19089,2014-11-18,0
1101,4,RapidSupply,Steel,86,20758,14572,2014-11-18,2
1101,5,Cascade Steel,Lumber,31,13638,23435,2015-01-08,3
1101,5,Cascade Steel,Concrete,61,21178,27344,2015-01-08,5
1102,1,MetroBuild,Lumber,91,8225,13804,2008-05-22,1
1102,1,MetroBuild,Steel,53,16828,26631,2008-05-22,0
1102,2,Cascade Steel,Steel,79,24414,9618,2008-08-15,0
1102,2,Cascade Steel,Concrete,25,23997,8885,2008-08-15,2
1102,3,RapidSupply,Lumber,84,13619,10424,2008-12-04,1
1102,3,NorthStar Materials,Steel,37,17167,23268,2008-12-04,2
1102,4,Cascade Steel,Lumber,98,17413,19909,2009-03-21,5
1102,4,MetroBuild,Steel,83,19348,24766,2009-03-21,2
1102,5,MetroBuild,Concrete,21,18109,11900,2009-06-23,3
1102,5,MetroBuild,Lumber,72,16347,19049,2009-06-23,1
1103,1,MetroBuild,Lumber,37,21680,15162,2008-07-06,4
1103,1,RapidSupply,Concrete,56,15785,24042,2008-07-06,2
1103,2,MetroBuild,Concrete,58,10385,18678,2008-10-31,3
1103,2,NorthStar Materials,Lumber,84,23131,23495,2008-10-31,0
1103,3,RapidSupply,Steel,26,11099,26798,2009-02-25,2
1103,3,NorthStar Materials,Concrete,88,14452,26997,2009-02-25,4
1103,4,NorthStar Materials,Concrete,95,13102,27549,2009-08-05,5
1103,4,NorthStar Materials,Concrete,27,12367,12642,2009-08-05,3
1103,5,MetroBuild,Lumber,66,13307,10829,2009-12-27,2
1103,5,RapidSupply,Concrete,22,12425,25395,2009-12-27,0
1104,1,RapidSupply,Steel,42,17167,26224,2007-09-22,0
1104,1,RapidSupply,Steel,43,20054,24518,2007-09-22,5
1104,2,NorthStar Materials,Steel,70,22913,22544,2008-01-01,2
1104,2,RapidSupply,Steel,86,15870,13183,2008-01-01,2
1104,3,NorthStar Materials,Lumber,49,24541,25198,2008-04-17,3
1104,3,MetroBuild,Lumber,43,17195,23100,2008-04-17,4
1104,4,Cascade Steel,Concrete,26,23782,19826,2008-08-01,1
1104,4,RapidSupply,Concrete,68,14249,13058,2008-08-01,2
1104,5,NorthStar Materials,Steel,64,22551,24866,2008-12-10,2
1104,5,NorthStar Materials,Concrete,94,19368,20267,2008-12-10,2
1105,1,Cascade Steel,Steel,95,16767,19832,2021-08-01,1
1105,1,RapidSupply,Concrete,69,9302,14873,2021-08-01,3
1105,2,Cascade Steel,Lumber,95,15036,26435,2021-09-16,3
1105,2,Cascade Steel,Steel,27,14243,27273,2021-09-16,3
1105,3,MetroBuild,Steel,91,11289,25385,2021-11-08,5
1105,3,Cascade Steel,Lumber,30,19898,12883,2021-11-08,0
1105,4,Cascade Steel,Lumber,41,11451,19395,2021-12-30,2
1105,4,NorthStar Materials,Concrete,72,12375,26474,2021-12-30,3
1105,5,NorthStar Materials,Concrete,50,16450,23447,2022-03-10,4
1105,5,RapidSupply,Lumber,39,10858,14562,2022-03-10,4
1106,1,Cascade Steel,Lumber,41,16492,24456,2007-12-30,4
1106,1,NorthStar Materials,Steel,31,24623,21963,2007-12-30,1
1106,2,MetroBuild,Steel,37,16536,26440,2008-05-23,2
1106,2,MetroBuild,Concrete,94,12485,12059,2008-05-23,1
1106,3,MetroBuild,Concrete,72,21894,17684,2008-09-28,0
1106,3,NorthStar Materials,Lumber,37,8039,26069,2008-09-28,4
1106,4,Cascade Steel,Steel,31,13099,24791,2009-01-30,4
1106,4,NorthStar Materials,Concrete,83,12433,10381,2009-01-30,2
1106,5,NorthStar Materials,Lumber,81,18640,13173,2009-06-28,5
1106,5,NorthStar Materials,Lumber,39,17589,18842,2009-06-28,5
1107,1,Cascade Steel,Lumber,40,22727,11582,2012-09-29,5
1107,1,Cascade Steel,Lumber,40,17110,11959,2012-09-29,3
1107,2,RapidSupply,Lumber,58,12072,20353,2013-02-01,0
1107,2,RapidSupply,Lumber,55,22972,27635,2013-02-01,2
1107,3,Cascade Steel,Concrete,54,8148,17796,2013-06-15,0
1107,3,NorthStar Materials,Lumber,85,23917,12290,2013-06-15,5
1107,4,Cascade Steel,Lumber,60,19936,9887,2013-11-05,2
1107,4,RapidSupply,Concrete,38,15570,10564,2013-11-05,3
1107,5,Cascade Steel,Lumber,29,10257,26931,2014-03-05,5
1107,5,NorthStar Materials,Steel,26,14773,23209,2014-03-05,2
1108,1,MetroBuild,Lumber,64,22884,26471,2017-01-19,2
1108,1,RapidSupply,Concrete,61,16994,27396,2017-01-19,4
1108,2,MetroBuild,Steel,48,18637,8976,2017-03-28,2
1108,2,MetroBuild,Concrete,87,21832,22714,2017-03-28,3
1108,3,NorthStar Materials,Concrete,43,8428,18085,2017-06-04,5
1108,3,MetroBuild,Steel,56,18902,22391,2017-06-04,0
1108,4,NorthStar Materials,Lumber,59,13063,16632,2017-07-27,1
1108,4,RapidSupply,Steel,86,19610,19340,2017-07-27,4
1108,5,NorthStar Materials,Steel,81,13855,15834,2017-10-03,4
1108,5,RapidSupply,Concrete,67,24182,24482,2017-10-03,5
1109,1,RapidSupply,Steel,55,21302,27401,2008-10-13,1
1109,1,MetroBuild,Steel,73,10189,21585,2008-10-13,4
1109,2,Cascade Steel,Lumber,97,10862,20607,2009-01-08,1
1109,2,RapidSupply,Lumber,70,12985,24473,2009-01-08,0
1109,3,NorthStar Materials,Lumber,74,14809,22794,2009-03-17,4
1109,3,NorthStar Materials,Steel,24,17017,21438,2009-03-17,0
1109,4,Cascade Steel,Lumber,28,24756,27584,2009-05-19,2
1109,4,MetroBuild,Concrete,37,17964,27193,2009-05-19,0
1109,5,MetroBuild,Concrete,88,10439,18257,2009-07-31,3
1109,5,Cascade Steel,Steel,75,21437,25057,2009-07-31,1
1110,1,RapidSupply,Lumber,74,21822,21987,2002-08-14,4
1110,1,RapidSupply,Concrete,23,11404,15458,2002-08-14,5
1110,2,Cascade Steel,Concrete,86,23521,26212,2002-10-25,3
1110,2,Cascade Steel,Concrete,64,15593,20181,2002-10-25,5
1110,3,Cascade Steel,Concrete,71,12828,17961,2003-01-19,1
1110,3,Cascade Steel,Lumber,63,13027,20154,2003-01-19,2
1110,4,NorthStar Materials,Lumber,92,19714,20386,2003-05-06,5
1110,4,Cascade Steel,Concrete,72,22600,19411,2003-05-06,0
1110,5,NorthStar Materials,Lumber,86,19317,12639,2003-08-23,4
1110,5,Cascade Steel,Lumber,43,10361,21475,2003-08-23,5
1111,1,Cascade Steel,Concrete,44,14375,18143,1997-10-12,5
1111,1,NorthStar Materials,Concrete,92,14226,16307,1997-10-12,2
1111,2,MetroBuild,Concrete,67,13149,23735,1998-01-04,0
1111,2,Cascade Steel,Concrete,64,21862,9050,1998-01-04,1
1111,3,NorthStar Materials,Lumber,80,14732,19527,1998-05-02,0
1111,3,MetroBuild,Concrete,79,24099,11697,1998-05-02,3
1111,4,RapidSupply,Steel,60,18321,20441,1998-08-11,5
1111,4,RapidSupply,Steel,25,13001,25495,1998-08-11,2
1111,5,Cascade Steel,Steel,56,9560,9785,1998-12-13,3
1111,5,MetroBuild,Steel,89,18936,17758,1998-12-13,5
1112,1,RapidSupply,Steel,44,10501,17975,2013-04-01,1
1112,1,NorthStar Materials,Steel,74,17421,18352,2013-04-01,5
1112,2,Cascade Steel,Concrete,29,21598,16393,2013-08-19,4
1112,2,NorthStar Materials,Concrete,77,16660,27386,2013-08-19,2
1112,3,MetroBuild,Steel,64,20068,19343,2014-01-17,3
1112,3,Cascade Steel,Steel,57,12062,23820,2014-01-17,5
1112,4,MetroBuild,Concrete,39,11856,20800,2014-05-22,2
1112,4,MetroBuild,Concrete,95,13491,18054,2014-05-22,5
1112,5,RapidSupply,Concrete,81,9807,20329,2014-10-13,2
1112,5,NorthStar Materials,Steel,41,9238,11406,2014-10-13,2
1113,1,Cascade Steel,Steel,74,22753,12847,2013-08-01,4
1113,1,RapidSupply,Steel,27,10886,11211,2013-08-01,5
1113,2,RapidSupply,Concrete,97,10199,20223,2013-11-05,1
1113,2,NorthStar Materials,Lumber,57,9703,21029,2013-11-05,2
1113,3,MetroBuild,Steel,48,11796,10558,2014-01-22,3
1113,3,MetroBuild,Lumber,75,14523,15269,2014-01-22,1
1113,4,Cascade Steel,Concrete,64,16231,22098,2014-04-21,1
1113,4,NorthStar Materials,Concrete,56,20030,21767,2014-04-21,1
1113,5,MetroBuild,Steel,70,20661,10364,2014-07-25,1
1113,5,Cascade Steel,Lumber,93,8606,24231,2014-07-25,5
1114,1,MetroBuild,Concrete,55,8790,23161,2002-03-19,3
1114,1,MetroBuild,Concrete,79,10243,25479,2002-03-19,5
1114,2,MetroBuild,Lumber,51,9161,23015,2002-06-30,5
1114,2,RapidSupply,Concrete,85,17697,19385,2002-06-30,5
1114,3,NorthStar Materials,Steel,97,12198,13678,2002-10-02,5
1114,3,MetroBuild,Lumber,22,21312,19509,2002-10-02,3
1114,4,MetroBuild,Steel,66,10683,18631,2002-12-19,5
1114,4,MetroBuild,Lumber,32,21831,24397,2002-12-19,5
1114,5,RapidSupply,Steel,72,15516,19380,2003-03-06,1
1114,5,NorthStar Materials,Concrete,79,9163,21545,2003-03-06,0
1115,1,MetroBuild,Steel,26,11180,12897,2010-02-21,4
1115,1,RapidSupply,Concrete,28,16903,26009,2010-02-21,5
1115,2,NorthStar Materials,Concrete,92,23574,11252,2010-07-31,2
1115,2,MetroBuild,Concrete,40,17913,16516,2010-07-31,2
1115,3,RapidSupply,Concrete,29,17921,13273,2011-01-12,3
1115,3,RapidSupply,Steel,55,16745,15962,2011-01-12,0
1115,4,MetroBuild,Concrete,57,22546,26406,2011-05-26,0
1115,4,Cascade Steel,Lumber,89,14554,26160,2011-05-26,3
1115,5,RapidSupply,Steel,91,21074,21615,2011-10-04,0
1115,5,RapidSupply,Steel,89,17605,27624,2011-10-04,2
1116,1,Cascade Steel,Lumber,77,23286,15450,2008-08-14,4
1116,1,NorthStar Materials,Lumber,52,21140,24737,2008-08-14,1
1116,2,Cascade Steel,Steel,56,12667,13043,2009-01-20,1
1116,2,RapidSupply,Concrete,28,12129,13686,2009-01-20,0
1116,3,Cascade Steel,Steel,56,13859,21329,2009-05-25,5
1116,3,NorthStar Materials,Steel,71,17582,27409,2009-05-25,5
1116,4,RapidSupply,Concrete,97,17399,25835,2009-09-10,4
1116,4,Cascade Steel,Steel,75,14510,19663,2009-09-10,2
1116,5,MetroBuild,Lumber,71,16774,25656,2010-02-23,3
1116,5,NorthStar Materials,Lumber,55,23020,17952,2010-02-23,0
1117,1,NorthStar Materials,Concrete,67,14446,19140,2016-01-04,3
1117,1,MetroBuild,Steel,62,9229,15512,2016-01-04,1
1117,2,MetroBuild,Steel,97,23275,19141,2016-04-26,3
1117,2,Cascade Steel,Concrete,53,20302,26653,2016-04-26,3
1117,3,MetroBuild,Steel,87,13349,23118,2016-08-21,0
1117,3,NorthStar Materials,Steel,47,24066,26934,2016-08-21,2
1117,4,NorthStar Materials,Steel,52,19732,26157,2016-12-02,1
1117,4,MetroBuild,Steel,38,17565,19275,2016-12-02,0
1117,5,RapidSupply,Lumber,22,21311,21632,2017-04-16,2
1117,5,MetroBuild,Lumber,92,22201,19406,2017-04-16,2
1118,1,MetroBuild,Concrete,69,8347,13181,2017-04-06,2
1118,1,RapidSupply,Steel,42,15111,10258,2017-04-06,1
1118,2,Cascade Steel,Lumber,66,9233,24419,2017-07-03,1
1118,2,RapidSupply,Concrete,78,20426,11748,2017-07-03,1
1118,3,Cascade Steel,Steel,60,12834,23134,2017-09-17,1
1118,3,Cascade Steel,Concrete,98,19590,23031,2017-09-17,1
1118,4,NorthStar Materials,Steel,49,13339,18944,2018-01-18,1
1118,4,RapidSupply,Lumber,55,10621,25517,2018-01-18,3
1118,5,NorthStar Materials,Steel,30,15077,17444,2018-04-27,1
1118,5,MetroBuild,Steel,85,18432,12859,2018-04-27,2
1119,1,NorthStar Materials,Concrete,98,10965,25108,2014-02-14,3
1119,1,MetroBuild,Steel,30,14299,17005,2014-02-14,5
1119,2,NorthStar Materials,Lumber,37,9865,12900,2014-05-16,5
1119,2,MetroBuild,Lumber,20,11500,13640,2014-05-16,4
1119,3,Cascade Steel,Concrete,42,13992,22773,2014-08-09,0
1119,3,MetroBuild,Lumber,21,12306,8549,2014-08-09,3
1119,4,Cascade Steel,Steel,40,22662,26157,2014-11-17,3
1119,4,Cascade Steel,Lumber,83,13200,14699,2014-11-17,5
1119,5,RapidSupply,Lumber,99,13801,16355,2015-02-19,3
1119,5,MetroBuild,Concrete,77,14867,20114,2015-02-19,1
1120,1,NorthStar Materials,Steel,78,15944,11509,2017-11-02,4
1120,1,NorthStar Materials,Steel,39,19954,24717,2017-11-02,0
1120,2,RapidSupply,Lumber,64,17481,20325,2018-03-28,2
1120,2,Cascade Steel,Lumber,78,10831,19337,2018-03-28,1
1120,3,Cascade Steel,Lumber,74,14141,13728,2018-09-04,5
1120,3,Cascade Steel,Concrete,84,20107,14808,2018-09-04,1
1120,4,Cascade Steel,Steel,66,13033,14820,2019-01-24,2
1120,4,Cascade Steel,Concrete,34,22720,19459,2019-01-24,1
1120,5,MetroBuild,Lumber,78,24543,21868,2019-07-07,1
1120,5,Cascade Steel,Lumber,24,9846,14337,2019-07-07,4
1121,1,RapidSupply,Lumber,26,12299,10784,2008-08-31,0
1121,1,NorthStar Materials,Concrete,55,22669,26857,2008-08-31,3
1121,2,Cascade Steel,Concrete,75,12305,11668,2008-12-09,3
1121,2,RapidSupply,Steel,40,13748,14527,2008-12-09,4
1121,3,RapidSupply,Steel,98,17110,15548,2009-03-05,5
1121,3,MetroBuild,Lumber,61,10090,23134,2009-03-05,0
1121,4,MetroBuild,Steel,58,23132,11377,2009-07-11,5
1121,4,Cascade Steel,Lumber,66,21774,15374,2009-07-11,5
1121,5,Cascade Steel,Steel,91,16718,17420,2009-10-27,3
1121,5,NorthStar Materials,Steel,56,15694,13438,2009-10-27,3
1122,1,RapidSupply,Concrete,81,10668,13341,2022-02-09,3
1122,1,MetroBuild,Lumber,56,10776,21626,2022-02-09,0
1122,2,NorthStar Materials,Concrete,61,12288,11519,2022-05-22,3
1122,2,RapidSupply,Steel,84,21181,13982,2022-05-22,2
1122,3,NorthStar Materials,Steel,30,15718,21698,2022-08-23,1
1122,3,Cascade Steel,Concrete,90,23806,21901,2022-08-23,2
1122,4,RapidSupply,Concrete,21,13300,27119,2022-12-12,5
1122,4,Cascade Steel,Lumber,65,24445,26987,2022-12-12,4
1122,5,MetroBuild,Lumber,63,20723,10758,2023-03-21,1
1122,5,MetroBuild,Concrete,96,12665,17202,2023-03-21,5
1123,1,RapidSupply,Steel,32,19482,18210,2014-02-16,2
1123,1,RapidSupply,Steel,87,8890,13924,2014-02-16,2
1123,2,RapidSupply,Concrete,98,24129,18013,2014-04-20,5
1123,2,Cascade Steel,Concrete,25,23937,19390,2014-04-20,5
1123,3,Cascade Steel,Lumber,45,12392,17804,2014-06-22,4
1123,3,NorthStar Materials,Steel,23,13569,16311,2014-06-22,3
1123,4,RapidSupply,Concrete,26,10696,21493,2014-08-07,0
1123,4,RapidSupply,Lumber,38,11575,26548,2014-08-07,3
1123,5,RapidSupply,Concrete,93,20836,27000,2014-09-26,2
1123,5,Cascade Steel,Concrete,24,8444,26315,2014-09-26,5
1124,1,Cascade Steel,Steel,36,14848,12204,2021-05-22,2
1124,1,MetroBuild,Lumber,86,15890,20202,2021-05-22,2
1124,2,Cascade Steel,Concrete,29,13096,21444,2021-09-17,2
1124,2,NorthStar Materials,Lumber,80,13439,12211,2021-09-17,5
1124,3,Cascade Steel,Lumber,47,10120,16575,2022-02-16,2
1124,3,Cascade Steel,Concrete,38,13015,17366,2022-02-16,4
1124,4,Cascade Steel,Lumber,20,24826,26644,2022-06-08,3
1124,4,RapidSupply,Lumber,95,17845,9118,2022-06-08,4
1124,5,RapidSupply,Concrete,28,13239,17801,2022-10-14,2
1124,5,Cascade Steel,Lumber,97,15446,22743,2022-10-14,2
1125,1,MetroBuild,Lumber,60,20830,26890,2002-04-17,0
1125,1,RapidSupply,Lumber,92,11876,21300,2002-04-17,3
1125,2,Cascade Steel,Lumber,79,16118,14577,2002-06-15,2
1125,2,MetroBuild,Lumber,76,22566,19466,2002-06-15,3
1125,3,RapidSupply,Lumber,57,13827,22163,2002-08-16,4
1125,3,Cascade Steel,Concrete,72,8269,13525,2002-08-16,3
1125,4,Cascade Steel,Concrete,21,12870,22010,2002-10-14,3
1125,4,MetroBuild,Concrete,89,21214,15594,2002-10-14,3
1125,5,NorthStar Materials,Concrete,28,16606,9441,2002-11-27,3
1125,5,Cascade Steel,Concrete,96,11268,14023,2002-11-27,1
1126,1,NorthStar Materials,Concrete,55,21316,10057,2011-10-30,5
1126,1,MetroBuild,Concrete,30,17313,16912,2011-10-30,4
1126,2,Cascade Steel,Lumber,45,15284,15462,2012-02-06,1
1126,2,MetroBuild,Concrete,46,17272,25472,2012-02-06,2
1126,3,NorthStar Materials,Lumber,48,14851,12260,2012-05-26,5
1126,3,MetroBuild,Lumber,41,8480,16967,2012-05-26,2
1126,4,Cascade Steel,Steel,35,8813,21758,2012-09-12,4
1126,4,MetroBuild,Concrete,97,16318,21534,2012-09-12,1
1126,5,Cascade Steel,Steel,39,12445,17773,2012-11-21,3
1126,5,Cascade Steel,Lumber,25,11259,11155,2012-11-21,5
1127,1,MetroBuild,Lumber,23,16599,9195,1999-03-19,0
1127,1,NorthStar Materials,Steel,84,20770,14836,1999-03-19,3
1127,2,NorthStar Materials,Steel,58,19087,13271,1999-05-10,3
1127,2,Cascade Steel,Concrete,47,20687,16356,1999-05-10,3
1127,3,MetroBuild,Steel,86,23827,16862,1999-06-30,2
1127,3,MetroBuild,Lumber,53,8426,27998,1999-06-30,2
1127,4,Cascade Steel,Concrete,27,8557,17827,1999-08-30,4
1127,4,MetroBuild,Steel,61,10677,15912,1999-08-30,0
1127,5,Cascade Steel,Lumber,38,13409,25830,1999-10-14,2
1127,5,Cascade Steel,Concrete,28,11140,26004,1999-10-14,5
1128,1,NorthStar Materials,Lumber,86,24502,23020,2001-03-14,1
1128,1,RapidSupply,Steel,56,12533,25777,2001-03-14,1
1128,2,NorthStar Materials,Lumber,37,22159,12016,2001-08-22,3
1128,2,MetroBuild,Steel,33,13662,27810,2001-08-22,1
1128,3,NorthStar Materials,Lumber,75,14586,12331,2002-02-05,5
1128,3,RapidSupply,Lumber,27,16996,22406,2002-02-05,5
1128,4,NorthStar Materials,Lumber,51,21702,25413,2002-06-18,3
1128,4,NorthStar Materials,Lumber,46,9347,11566,2002-06-18,1
1128,5,Cascade Steel,Concrete,53,22024,25883,2002-10-09,2
1128,5,NorthStar Materials,Concrete,20,8906,23189,2002-10-09,5
1129,1,RapidSupply,Steel,33,11175,23789,2000-08-04,3
1129,1,NorthStar Materials,Steel,89,11507,15043,2000-08-04,5
1129,2,NorthStar Materials,Steel,54,11169,9810,2000-10-25,5
1129,2,Cascade Steel,Lumber,51,24880,27928,2000-10-25,5
1129,3,NorthStar Materials,Lumber,66,23761,11642,2000-12-29,2
1129,3,MetroBuild,Lumber,45,9766,21707,2000-12-29,0
1129,4,MetroBuild,Steel,55,14653,25536,2001-04-11,1
1129,4,MetroBuild,Concrete,92,13563,10749,2001-04-11,0
1129,5,RapidSupply,Lumber,33,18016,20322,2001-07-10,5
1129,5,NorthStar Materials,Concrete,46,9244,21801,2001-07-10,3
1130,1,RapidSupply,Steel,76,10522,23784,1998-06-06,4
1130,1,RapidSupply,Concrete,30,17012,8761,1998-06-06,5
1130,2,Cascade Steel,Steel,24,10131,19055,1998-07-29,2
1130,2,MetroBuild,Concrete,22,11369,13139,1998-07-29,3
1130,3,NorthStar Materials,Steel,90,15709,19598,1998-09-13,5
1130,3,NorthStar Materials,Lumber,86,18385,12934,1998-09-13,3
1130,4,Cascade Steel,Concrete,85,24053,19604,1998-10-30,2
1130,4,MetroBuild,Steel,33,18356,10477,1998-10-30,5
1130,5,NorthStar Materials,Steel,86,24694,9542,1998-12-17,4
1130,5,MetroBuild,Lumber,90,12329,25174,1998-12-17,0
1131,1,Cascade Steel,Steel,58,19906,8927,2020-06-02,3
1131,1,MetroBuild,Concrete,52,16952,23243,2020-06-02,3
1131,2,RapidSupply,Concrete,54,8009,27876,2020-09-11,3
1131,2,NorthStar Materials,Steel,62,19091,22621,2020-09-11,4
1131,3,MetroBuild,Steel,99,9652,27989,2020-12-28,0
1131,3,Cascade Steel,Concrete,48,10362,20696,2020-12-28,1
1131,4,Cascade Steel,Steel,65,12765,11065,2021-03-18,5
1131,4,Cascade Steel,Lumber,20,15403,10094,2021-03-18,0
1131,5,MetroBuild,Lumber,21,17635,22237,2021-05-27,3
1131,5,NorthStar Materials,Steel,84,24872,22064,2021-05-27,1
1132,1,NorthStar Materials,Lumber,22,22508,10687,2005-01-13,0
1132,1,RapidSupply,Concrete,60,16217,12339,2005-01-13,5
1132,2,Cascade Steel,Concrete,61,18061,13714,2005-03-14,3
1132,2,Cascade Steel,Steel,74,18552,13763,2005-03-14,4
1132,3,MetroBuild,Steel,30,10686,9019,2005-04-28,3
1132,3,RapidSupply,Steel,78,11031,13158,2005-04-28,2
1132,4,NorthStar Materials,Lumber,52,23527,9945,2005-06-19,0
1132,4,RapidSupply,Lumber,66,11457,12120,2005-06-19,3
1132,5,RapidSupply,Lumber,39,23810,23560,2005-08-24,4
1132,5,RapidSupply,Steel,34,13086,14072,2005-08-24,1
1133,1,MetroBuild,Steel,42,14803,18817,2008-05-25,1
1133,1,MetroBuild,Concrete,82,14000,12299,2008-05-25,5
1133,2,NorthStar Materials,Concrete,23,8970,27350,2008-09-03,1
1133,2,RapidSupply,Steel,32,14084,20307,2008-09-03,4
1133,3,MetroBuild,Lumber,98,10092,19213,2008-11-27,0
1133,3,Cascade Steel,Steel,38,16247,20485,2008-11-27,1
1133,4,Cascade Steel,Lumber,48,20259,10133,2009-03-01,0
1133,4,Cascade Steel,Steel,95,24519,17256,2009-03-01,1
1133,5,Cascade Steel,Lumber,25,10009,18555,2009-06-23,5
1133,5,Cascade Steel,Lumber,68,16899,13730,2009-06-23,5
1134,1,NorthStar Materials,Concrete,98,11519,23307,1999-07-28,0
1134,1,MetroBuild,Lumber,24,15443,8546,1999-07-28,1
1134,2,NorthStar Materials,Lumber,42,15418,22332,1999-09-16,0
1134,2,NorthStar Materials,Concrete,35,13559,25249,1999-09-16,4
1134,3,NorthStar Materials,Lumber,71,16766,26643,1999-11-05,4
1134,3,NorthStar Materials,Concrete,38,11783,13812,1999-11-05,5
1134,4,MetroBuild,Lumber,67,24135,26379,2000-01-12,4
1134,4,Cascade Steel,Steel,86,13052,10168,2000-01-12,1
1134,5,MetroBuild,Lumber,35,9751,15617,2000-03-12,1
1134,5,Cascade Steel,Lumber,47,15149,19959,2000-03-12,5
1135,1,MetroBuild,Lumber,98,21428,18750,2005-02-28,5
1135,1,NorthStar Materials,Lumber,54,10040,11826,2005-02-28,3
1135,2,MetroBuild,Lumber,96,21454,8992,2005-05-25,4
1135,2,MetroBuild,Steel,56,23816,14492,2005-05-25,2
1135,3,MetroBuild,Concrete,51,15548,25114,2005-09-24,1
1135,3,NorthStar Materials,Lumber,82,15699,24759,2005-09-24,5
1135,4,MetroBuild,Concrete,86,14672,15437,2006-01-09,2
1135,4,Cascade Steel,Concrete,59,17716,25335,2006-01-09,2
1135,5,RapidSupply,Lumber,60,10514,25394,2006-04-02,4
1135,5,MetroBuild,Steel,35,13650,10742,2006-04-02,4
1136,1,MetroBuild,Steel,59,23218,20770,2008-03-24,5
1136,1,Cascade Steel,Lumber,90,12119,22116,2008-03-24,3
1136,2,NorthStar Materials,Concrete,39,22575,26229,2008-09-05,2
1136,2,Cascade Steel,Steel,26,18976,16681,2008-09-05,3
1136,3,Cascade Steel,Lumber,94,15082,16637,2008-12-21,0
1136,3,Cascade Steel,Steel,90,21398,21169,2008-12-21,3
1136,4,Cascade Steel,Steel,57,14851,26003,2009-04-24,3
1136,4,RapidSupply,Steel,67,13933,16077,2009-04-24,2
1136,5,MetroBuild,Lumber,62,10286,10015,2009-08-05,3
1136,5,MetroBuild,Steel,38,22146,21293,2009-08-05,1
1137,1,MetroBuild,Concrete,45,24790,21344,2008-10-02,4
1137,1,RapidSupply,Lumber,70,23875,18236,2008-10-02,4
1137,2,MetroBuild,Concrete,58,12206,16608,2008-12-20,0
1137,2,Cascade Steel,Concrete,69,10584,16299,2008-12-20,1
1137,3,RapidSupply,Concrete,79,21201,10355,2009-03-19,4
1137,3,NorthStar Materials,Concrete,94,12542,25998,2009-03-19,1
1137,4,NorthStar Materials,Lumber,81,21403,20467,2009-06-20,0
1137,4,MetroBuild,Concrete,30,14900,26069,2009-06-20,1
1137,5,MetroBuild,Lumber,95,24071,26936,2009-09-03,3
1137,5,MetroBuild,Concrete,43,18173,16243,2009-09-03,1
1138,1,MetroBuild,Lumber,45,10849,9571,2005-06-24,0
1138,1,NorthStar Materials,Lumber,56,11857,20637,2005-06-24,2
1138,2,NorthStar Materials,Concrete,84,12410,16071,2005-08-24,1
1138,2,RapidSupply,Concrete,82,24807,22666,2005-08-24,5
1138,3,Cascade Steel,Lumber,83,24496,23956,2005-11-08,3
1138,3,NorthStar Materials,Lumber,98,19359,10403,2005-11-08,1
1138,4,NorthStar Materials,Steel,60,23334,22896,2006-01-04,5
1138,4,RapidSupply,Steel,97,20056,23033,2006-01-04,4
1138,5,MetroBuild,Concrete,44,24688,24327,2006-03-24,4
1138,5,MetroBuild,Concrete,55,8593,14676,2006-03-24,0
1139,1,MetroBuild,Lumber,78,12039,25935,2022-01-21,5
1139,1,MetroBuild,Steel,57,8264,15130,2022-01-21,0
1139,2,NorthStar Materials,Concrete,62,12388,19092,2022-03-27,2
1139,2,NorthStar Materials,Steel,73,22455,22140,2022-03-27,5
1139,3,MetroBuild,Lumber,57,17781,23640,2022-05-30,0
1139,3,Cascade Steel,Lumber,98,10319,11797,2022-05-30,4
1139,4,RapidSupply,Lumber,93,15154,9459,2022-07-24,2
1139,4,Cascade Steel,Concrete,66,10765,27837,2022-07-24,4
1139,5,RapidSupply,Concrete,38,19836,11383,2022-10-05,2
1139,5,NorthStar Materials,Lumber,81,15913,24611,2022-10-05,3
1140,1,NorthStar Materials,Concrete,48,21923,25134,2012-05-17,0
1140,1,NorthStar Materials,Lumber,32,17804,23573,2012-05-17,5
1140,2,NorthStar Materials,Steel,92,11855,14696,2012-10-27,2
1140,2,RapidSupply,Concrete,34,17215,17424,2012-10-27,4
1140,3,MetroBuild,Steel,94,20443,9247,2013-03-29,4
1140,3,MetroBuild,Steel,74,12701,22946,2013-03-29,2
1140,4,Cascade Steel,Steel,20,23000,11893,2013-09-08,3
1140,4,RapidSupply,Steel,87,15100,17210,2013-09-08,4
