project_id,phase_id,co_id,co_cost,co_reason,date
1124,2,CO-1124-2-420,13305,Scope change,2021-10-04
1124,2,CO-1124-2-572,29805,Client request,2021-10-14
1124,2,CO-1124-2-504,41515,Design revision,2021-09-29
1124,3,CO-1124-3-208,11427,Scope change,2022-03-12
1124,3,CO-1124-3-222,31734,Client request,2022-02-27
1124,3,CO-1124-3-365,32834,Scope change,2022-02-28
1124,5,CO-1124-5-830,37096,Client request,2022-11-06
1124,5,CO-1124-5-594,49794,Unforeseen conditions,2022-11-07
1124,5,CO-1124-5-872,25202,Design revision,2022-10-28
1124,5,CO-1124-5-326,12793,Unforeseen conditions,2022-10-27
1125,1,CO-1125-1-434,30706,Scope change,2002-05-02
1125,2,CO-1125-2-439,30037,Design revision,2002-07-12
1125,3,CO-1125-3-109,10964,Client request,2002-09-12
1125,4,CO-1125-4-923,24149,Unforeseen conditions,2002-10-28
1127,2,CO-1127-2-363,38960,Scope change,1999-05-30
1127,3,CO-1127-3-510,33049,Scope change,1999-07-11
1127,4,CO-1127-4-200,49499,Unforeseen conditions,1999-09-11
1127,5,CO-1127-5-669,10533,Client request,1999-11-11
1128,2,CO-1128-2-154,32562,Design revision,2001-09-11
1128,2,CO-1128-2-204,41949,Scope change,2001-09-01
1128,4,CO-1128-4-844,19032,Design revision,2002-07-10
1128,5,CO-1128-5-867,31526,Unforeseen conditions,2002-10-25
1129,3,CO-1129-3-861,48662,Scope change,2001-01-19
1129,3,CO-1129-3-346,41757,Client request,2001-01-26
1130,1,CO-1130-1-752,15444,Scope change,1998-06-26
1130,2,CO-1130-2-599,33929,Scope change,1998-08-16
1130,4,CO-1130-4-762,30061,Design revision,1998-11-28
1130,4,CO-1130-4-829,27128,Client request,1998-11-28
1130,5,CO-1130-5-478,13707,Scope change,1999-01-02
1130,5,CO-1130-5-142,37243,Design revision,1999-01-04
1131,3,CO-1131-3-154,35051,Client request,2021-01-22
1131,4,CO-1131-4-221,19583,Scope change,2021-03-29
1131,4,CO-1131-4-282,26274,Unforeseen conditions,2021-03-29
1132,3,CO-1132-3-924,12964,Design revision,2005-05-26
1132,3,CO-1132-3-649,34215,Unforeseen conditions,2005-05-12
1132,4,CO-1132-4-130,17048,Unforeseen conditions,2005-07-07
1132,5,CO-1132-5-409,13540,Unforeseen conditions,2005-09-13
1134,3,CO-1134-3-649,47176,Client request,1999-12-01
1134,5,CO-1134-5-170,11486,Design revision,2000-04-01
1134,5,CO-1134-5-435,11594,Design revision,2000-04-01
1135,1,CO-1135-1-680,28255,Client request,2005-03-12
1135,3,CO-1135-3-313,31919,Scope change,2005-10-08
1135,5,CO-1135-5-356,36624,Client request,2006-04-26
1136,1,CO-1136-1-754,26956,Client request,2008-04-21
1136,1,CO-1136-1-847,22151,Client request,2008-04-12
1136,3,CO-1136-3-420,23664,Unforeseen conditions,2009-01-05
1136,4,CO-1136-4-218,32169,Scope change,2009-05-04
1136,5,CO-1136-5-633,10439,Design revision,2009-08-19
1136,5,CO-1136-5-291,32482,Client request,2009-08-17
1136,5,CO-1136-5-148,48831,Design revision,2009-08-20
1137,3,CO-1137-3-716,10032,Client request,2009-04-11
1137,3,CO-1137-3-804,46672,Scope change,2009-04-17
1137,3,CO-1137-3-278,11541,Unforeseen conditions,2009-04-07
1137,4,CO-1137-4-330,31231,Client request,2009-07-08
1137,4,CO-1137-4-475,11362,Scope change,2009-07-17
1137,4,CO-1137-4-298,23846,Design revision,2009-07-08
1137,4,CO-1137-4-208,36553,Client request,2009-07-06
1138,1,CO-1138-1-623,48367,Client request,2005-07-14
1138,1,CO-1138-1-948,49873,Unforeseen conditions,2005-07-19
1138,1,CO-1138-1-463,20668,Design revision,2005-07-19
1138,1,CO-1138-1-672,36681,Unforeseen conditions,2005-07-22
1138,2,CO-1138-2-352,12249,Unforeseen conditions,2005-09-17
1138,5,CO-1138-5-641,17874,Client request,2006-04-10
1138,5,CO-1138-5-608,40904,Unforeseen conditions,2006-04-16
1139,1,CO-1139-1-958,34934,Scope change,2022-02-10
1139,2,CO-1139-2-610,49543,Client request,2022-04-17
1139,2,CO-1139-2-512,27935,Design revision,2022-04-21
1139,3,CO-1139-3-510,25841,Scope change,2022-06-27
1139,4,CO-1139-4-992,47569,Unforeseen conditions,2022-08-07
1140,3,CO-1140-3-473,28731,Design revision,2013-04-09
1140,3,CO-1140-3-162,25563,Client request,2013-04-26
1141,3,CO-1141-3-356,49981,Unforeseen conditions,2023-07-22
1141,3,CO-1141-3-744,34117,Design revision,2023-07-25
1141,4,CO-1141-4-992,25350,Scope change,2023-12-25
1142,1,CO-1142-1-241,36727,Design revision,2007-05-10
1142,3,CO-1142-3-236,31482,Scope change,2007-11-10
1142,5,CO-1142-5-298,24699,Client request,2008-06-05
1143,1,CO-1143-1-433,32787,Unforeseen conditions,2005-11-21
1143,2,CO-1143-2-454,23876,Design revision,2006-03-22
1144,2,CO-1144-2-261,16459,Unforeseen conditions,2012-07-04
1144,3,CO-1144-3-600,24164,Client request,2012-09-25
1145,2,CO-1145-2-201,15177,Unforeseen conditions,2019-02-16
1145,2,CO-1145-2-814,16389,Client request,2019-03-01
1145,5,CO-1145-5-892,15225,Unforeseen conditions,2020-03-16
1146,1,CO-1146-1-557,12568,Design revision,2017-11-20
1146,4,CO-1146-4-446,30536,Scope change,2018-08-15
1146,4,CO-1146-4-228,33773,Client request,2018-08-22
1147,1,CO-1147-1-869,30408,Design revision,2005-04-01
1147,2,CO-1147-2-588,29288,Scope change,2005-08-08
1147,2,CO-1147-2-121,38217,Client request,2005-08-04
1147,4,CO-1147-4-996,35582,Scope change,2006-01-31
1148,1,CO-1148-1-841,48382,Unforeseen conditions,2010-12-04
1148,2,CO-1148-2-898,22399,Unforeseen conditions,2011-03-18
1148,2,CO-1148-2-638,34496,Scope change,2011-03-21
1148,2,CO-1148-2-211,39094,Unforeseen conditions,2011-03-10
1148,5,CO-1148-5-246,19344,Client request,2012-02-19
1148,5,CO-1148-5-866,40842,Unforeseen conditions,2012-02-18
1149,3,CO-1149-3-671,41766,Scope change,1998-04-15
1150,1,CO-1150-1-424,17172,Client request,1998-07-17
1150,1,CO-1150-1-750,26179,Unforeseen conditions,1998-07-18
1150,2,CO-1150-2-387,30959,Design revision,1998-11-05
1150,2,CO-1150-2-709,41560,Design revision,1998-11-13
1150,3,CO-1150-3-688,40754,Design revision,1999-01-23
1150,3,CO-1150-3-275,42846,Scope change,1999-01-19
1150,5,CO-1150-5-198,20965,Design revision,1999-07-28
1151,2,CO-1151-2-362,17464,Design revision,2019-08-07
1152,4,CO-1152-4-591,39914,Scope change,2006-04-03
1152,4,CO-1152-4-947,41044,Design revision,2006-04-01
1152,5,CO-1152-5-961,43527,Client request,2006-08-18
1153,1,CO-1153-1-872,48119,Unforeseen conditions,2002-09-01
1153,1,CO-1153-1-278,19684,Scope change,2002-09-05
1153,2,CO-1153-2-982,35338,Client request,2002-12-23
1153,5,CO-1153-5-384,30791,Scope change,2003-10-24
1154,3,CO-1154-3-381,15476,Scope change,2012-08-21
1154,4,CO-1154-4-551,41325,Scope change,2012-11-23
1154,4,CO-1154-4-573,36345,Design revision,2012-11-21
1155,3,CO-1155-3-727,18068,Design revision,2014-12-18
1155,5,CO-1155-5-431,20455,Client request,2015-10-27
1156,1,CO-1156-1-764,21702,Design revision,2017-08-31
1156,1,CO-1156-1-120,30836,Unforeseen conditions,2017-09-08
1156,5,CO-1156-5-688,49430,Design revision,2018-09-04
1157,2,CO-1157-2-857,14822,Design revision,2009-08-18
1157,3,CO-1157-3-806,21544,Unforeseen conditions,2009-10-27
1158,2,CO-1158-2-164,11309,Unforeseen conditions,2004-01-12
1158,4,CO-1158-4-808,32755,Design revision,2004-08-12
1158,4,CO-1158-4-445,13412,Client request,2004-08-03
1159,1,CO-1159-1-205,49491,Client request,2004-12-21
1159,1,CO-1159-1-168,45298,Design revision,2004-12-15
1159,2,CO-1159-2-717,33210,Scope change,2005-04-07
1159,2,CO-1159-2-579,28995,Client request,2005-04-13
1159,3,CO-1159-3-956,11050,Unforeseen conditions,2005-08-17
1159,5,CO-1159-5-222,13793,Scope change,2006-05-14
1159,5,CO-1159-5-129,22960,Scope change,2006-05-18
1160,1,CO-1160-1-193,26558,Scope change,2003-10-18
1160,1,CO-1160-1-484,12042,Scope change,2003-10-19
1160,1,CO-1160-1-259,44937,Client request,2003-10-21
1160,1,CO-1160-1-525,48817,Client request,2003-10-22
1160,3,CO-1160-3-436,15602,Unforeseen conditions,2004-07-28
1160,3,CO-1160-3-349,24448,Unforeseen conditions,2004-07-23
1160,4,CO-1160-4-211,26890,Scope change,2004-12-06
1160,5,CO-1160-5-111,41016,Client request,2005-03-20
1160,5,CO-1160-5-953,31538,Unforeseen conditions,2005-04-05
1161,3,CO-1161-3-716,15274,Design revision,1998-11-16
1161,4,CO-1161-4-682,27130,Unforeseen conditions,1999-01-18
1161,4,CO-1161-4-968,47354,Scope change,1999-01-18
1162,2,CO-1162-2-539,17386,Scope change,2016-10-05
1162,2,CO-1162-2-577,45303,Unforeseen conditions,2016-10-01
1162,2,CO-1162-2-894,26182,Client request,2016-10-05
1162,5,CO-1162-5-442,42610,Design revision,2017-09-19
1163,1,CO-1163-1-194,40815,Design revision,2010-03-17
1163,1,CO-1163-1-456,22547,Unforeseen conditions,2010-03-05
1163,2,CO-1163-2-183,45238,Client request,2010-04-27
1163,3,CO-1163-3-186,15115,Design revision,2010-07-12
1163,3,CO-1163-3-489,36185,Unforeseen conditions,2010-07-17
1163,4,CO-1163-4-836,33060,Unforeseen conditions,2010-09-20
1163,4,CO-1163-4-990,38753,Design revision,2010-10-02
1163,4,CO-1163-4-891,19240,Design revision,2010-10-05
1164,2,CO-1164-2-707,14989,Client request,2015-07-27
1164,3,CO-1164-3-626,38603,Design revision,2015-11-20
1164,3,CO-1164-3-335,41476,Scope change,2015-11-25
1164,3,CO-1164-3-943,19870,Scope change,2015-11-23
1164,4,CO-1164-4-683,43923,Scope change,2016-03-18
1164,4,CO-1164-4-566,26232,Client request,2016-03-12
1165,2,CO-1165-2-951,41187,Unforeseen conditions,2000-04-09
1165,2,CO-1165-2-911,13787,Unforeseen conditions,2000-04-06
1165,3,CO-1165-3-633,26675,Scope change,2000-08-16
1165,4,CO-1165-4-717,11481,Design revision,2000-11-19
1166,5,CO-1166-5-823,23521,Unforeseen conditions,2023-05-20
1167,1,CO-1167-1-392,24386,Design revision,2007-09-18
1167,1,CO-1167-1-680,49249,Client request,2007-09-07
1167,1,CO-1167-1-660,26679,Unforeseen conditions,2007-09-18
1167,2,CO-1167-2-176,34600,Unforeseen conditions,2007-12-11
1168,2,CO-1168-2-108,21552,Client request,1998-10-21
1168,3,CO-1168-3-809,27629,Design revision,1998-12-31
1168,4,CO-1168-4-524,11532,Client request,1999-03-29
1169,1,CO-1169-1-344,41789,Scope change,2022-02-10
1169,1,CO-1169-1-710,33309,Scope change,2022-02-01
1169,2,CO-1169-2-252,12428,Design revision,2022-05-31
1169,4,CO-1169-4-405,30688,Client request,2022-12-22
1170,2,CO-1170-2-217,37148,Client request,2014-12-26
1170,4,CO-1170-4-994,45903,Client request,2015-07-11
1170,5,CO-1170-5-938,13996,Design revision,2015-10-04
1171,2,CO-1171-2-392,29899,Unforeseen conditions,2011-07-22
1171,5,CO-1171-5-926,32419,Unforeseen conditions,2012-04-19
1171,5,CO-1171-5-244,36150,Unforeseen conditions,2012-04-22
1172,1,CO-1172-1-221,18027,Unforeseen conditions,2012-11-30
1172,4,CO-1172-4-627,21705,Client request,2013-10-04
1172,4,CO-1172-4-662,28998,Scope change,2013-10-17
1172,5,CO-1172-5-641,19991,Design revision,2013-12-28
1172,5,CO-1172-5-564,44632,Unforeseen conditions,2013-12-18
1173,1,CO-1173-1-979,31725,Unforeseen conditions,2011-10-03
1173,3,CO-1173-3-446,28168,Design revision,2012-07-23
1173,3,CO-1173-3-539,11144,Client request,2012-07-15
1173,4,CO-1173-4-302,12164,Scope change,2012-12-19
1173,4,CO-1173-4-871,17516,Scope change,2012-12-05
1173,5,CO-1173-5-830,43176,Unforeseen conditions,2013-04-22
1174,2,CO-1174-2-433,26708,Unforeseen conditions,2000-10-04
1174,2,CO-1174-2-963,49758,Unforeseen conditions,2000-10-16
1174,2,CO-1174-2-626,31472,Scope change,2000-10-02
1174,5,CO-1174-5-426,12207,Design revision,2001-09-04
1175,2,CO-1175-2-772,41080,Design revision,2008-03-14
1175,3,CO-1175-3-393,42918,Unforeseen conditions,2008-05-16
1176,2,CO-1176-2-963,36623,Scope change,2018-03-21
1176,3,CO-1176-3-846,16600,Client request,2018-06-03
1176,3,CO-1176-3-434,14825,Unforeseen conditions,2018-06-03
1176,5,CO-1176-5-409,34560,Scope change,2018-10-18
1177,2,CO-1177-2-706,31849,Client request,2006-04-16
1177,3,CO-1177-3-791,10478,Scope change,2006-08-20
1178,1,CO-1178-1-391,16628,Unforeseen conditions,2007-01-09
1178,3,CO-1178-3-301,12467,Scope change,2007-10-10
1178,3,CO-1178-3-205,12938,Client request,2007-10-09
1178,4,CO-1178-4-108,40059,Scope change,2008-01-23
1178,4,CO-1178-4-907,31880,Client request,2008-01-30
1178,4,CO-1178-4-129,33465,Scope change,2008-01-31
1178,5,CO-1178-5-977,12494,Client request,2008-04-22
1179,1,CO-1179-1-974,26184,Scope change,2019-09-13
1179,3,CO-1179-3-864,33474,Scope change,2020-03-08
1179,3,CO-1179-3-890,38605,Client request,2020-03-16
1179,5,CO-1179-5-272,19473,Scope change,2020-10-24
1179,5,CO-1179-5-544,13542,Client request,2020-11-02
1180,1,CO-1180-1-261,27397,Scope change,2014-08-22
1180,1,CO-1180-1-332,26028,Design revision,2014-08-23
1180,3,CO-1180-3-323,48259,Unforeseen conditions,2014-12-25
1180,3,CO-1180-3-577,11559,Unforeseen conditions,2014-12-21
1180,5,CO-1180-5-680,35575,Unforeseen conditions,2015-04-11
1181,1,CO-1181-1-801,24339,Design revision,2012-08-27
1181,3,CO-1181-3-376,27480,Client request,2013-02-24
1181,5,CO-1181-5-764,26991,Client request,2013-09-28
1182,2,CO-1182-2-975,38343,Design revision,2007-07-04
1182,5,CO-1182-5-253,36896,Client request,2008-02-08
1183,1,CO-1183-1-328,40981,Scope change,2023-12-03
1183,2,CO-1183-2-544,15008,Unforeseen conditions,2024-02-26
1183,3,CO-1183-3-529,16153,Scope change,2024-06-04
1183,4,CO-1183-4-288,23367,Unforeseen conditions,2024-08-03
1183,5,CO-1183-5-824,24282,Design revision,2024-11-01
1183,5,CO-1183-5-755,47496,Client request,2024-11-09
1184,4,CO-1184-4-299,32684,Scope change,2021-08-08
1184,5,CO-1184-5-136,41137,Scope change,2021-10-15
1184,5,CO-1184-5-788,48885,Client request,2021-10-30
1185,3,CO-1185-3-409,18036,Scope change,2007-12-31
1185,5,CO-1185-5-888,31287,Unforeseen conditions,2008-05-23
1185,5,CO-1185-5-709,16935,Unforeseen conditions,2008-06-03
1186,1,CO-1186-1-153,49130,Unforeseen conditions,2015-03-16
1186,1,CO-1186-1-580,48441,Unforeseen conditions,2015-03-11
1186,2,CO-1186-2-294,23564,Client request,2015-05-15
1186,5,CO-1186-5-528,36395,Client request,2015-10-29
1187,4,CO-1187-4-846,23129,Unforeseen conditions,2007-02-01
1188,1,CO-1188-1-465,36049,Client request,2014-03-17
1188,5,CO-1188-5-970,16027,Client request,2014-11-12
1189,4,CO-1189-4-161,10862,Design revision,2006-05-05
1190,1,CO-1190-1-812,13537,Unforeseen conditions,2007-10-25
1190,2,CO-1190-2-973,17584,Design revision,2007-12-09
1190,3,CO-1190-3-328,47440,Scope change,2008-01-25
1190,4,CO-1190-4-745,40301,Design revision,2008-03-08
1191,2,CO-1191-2-745,28034,Unforeseen conditions,2015-02-06
1191,2,CO-1191-2-382,45403,Design revision,2015-02-08
1191,3,CO-1191-3-531,30708,Scope change,2015-06-19
1191,4,CO-1191-4-169,31653,Design revision,2015-10-29
1191,4,CO-1191-4-271,18609,Scope change,2015-10-19
1191,4,CO-1191-4-614,35647,Design revision,2015-10-25
1191,5,CO-1191-5-121,18631,Unforeseen conditions,2016-03-01
1192,1,CO-1192-1-858,18850,Unforeseen conditions,1997-12-06
1192,1,CO-1192-1-277,49838,Design revision,1997-12-12
1192,5,CO-1192-5-242,41979,Unforeseen conditions,1999-01-11
1193,1,CO-1193-1-477,11823,Unforeseen conditions,2020-02-04
1193,2,CO-1193-2-390,31870,Scope change,2020-07-06
1193,2,CO-1193-2-287,48994,Client request,2020-07-16
1193,2,CO-1193-2-229,16015,Scope change,2020-07-02
1193,2,CO-1193-2-158,40704,Client request,2020-07-05
1193,3,CO-1193-3-340,29680,Scope change,2020-12-06
1193,5,CO-1193-5-311,47624,Unforeseen conditions,2021-08-31
1193,5,CO-1193-5-834,17252,Client request,2021-09-11
1194,3,CO-1194-3-614,19144,Scope change,1999-09-23
1194,4,CO-1194-4-389,39236,Client request,2000-01-26
1195,1,CO-1195-1-901,48635,Scope change,2009-07-15
1195,4,CO-1195-4-309,11905,Scope change,2010-06-04
1195,4,CO-1195-4-891,21455,Unforeseen conditions,2010-05-23
1195,4,CO-1195-4-593,39777,Scope change,2010-05-29
1195,5,CO-1195-5-979,12011,Client request,2010-08-23
1196,2,CO-1196-2-575,44328,Scope change,2013-12-15
1196,2,CO-1196-2-720,38852,Unforeseen conditions,2013-12-22
1196,4,CO-1196-4-387,10560,Unforeseen conditions,2014-04-16
1197,1,CO-1197-1-559,47638,Design revision,2005-03-06
1198,1,CO-1198-1-631,23792,Design revision,2004-03-20
1198,2,CO-1198-2-278,43133,Client request,2004-05-23
1198,2,CO-1198-2-134,39890,Unforeseen conditions,2004-06-01
1198,3,CO-1198-3-592,39666,Scope change,2004-08-27
1198,3,CO-1198-3-530,31322,Design revision,2004-08-11
1198,3,CO-1198-3-482,34916,Scope change,2004-08-26
1198,4,CO-1198-4-718,14768,Design revision,2004-10-16
1199,1,CO-1199-1-516,15999,Unforeseen conditions,2024-11-23
1199,5,CO-1199-5-245,23952,Unforeseen conditions,2025-06-28
1200,1,CO-1200-1-706,10653,Design revision,2021-04-01
1200,2,CO-1200-2-976,15039,Client request,2021-06-12
1200,4,CO-1200-4-791,47421,Unforeseen conditions,2021-09-21
1200,4,CO-1200-4-296,16109,Client request,2021-10-02
1201,1,CO-1201-1-856,33260,Scope change,2013-11-29
1201,2,CO-1201-2-207,15241,Scope change,2014-02-16
1201,2,CO-1201-2-867,45989,Client request,2014-02-19
1201,4,CO-1201-4-490,44805,Unforeseen conditions,2014-07-16
1201,4,CO-1201-4-234,44156,Unforeseen conditions,2014-07-18
1201,4,CO-1201-4-101,36850,Scope change,2014-07-30
1201,5,CO-1201-5-419,33455,Unforeseen conditions,2014-10-29
1202,1,CO-1202-1-243,44446,Design revision,2024-06-20
1202,2,CO-1202-2-757,34272,Scope change,2024-09-16
1202,3,CO-1202-3-462,35621,Client request,2024-12-19
1202,4,CO-1202-4-354,40959,Unforeseen conditions,2025-03-09
1202,5,CO-1202-5-905,26717,Scope change,2025-05-30
1203,1,CO-1203-1-825,33616,Design revision,2024-06-30
1203,1,CO-1203-1-545,16086,Scope change,2024-07-04
1203,1,CO-1203-1-647,28656,Design revision,2024-06-26
1203,1,CO-1203-1-860,29482,Unforeseen conditions,2024-07-09
1203,2,CO-1203-2-431,15912,Design revision,2024-10-13
1203,2,CO-1203-2-307,41197,Unforeseen conditions,2024-10-09
1203,3,CO-1203-3-768,13266,Design revision,2025-01-14
1203,5,CO-1203-5-746,28686,Client request,2025-08-03
1203,5,CO-1203-5-923,36338,Design revision,2025-07-31
1204,1,CO-1204-1-498,41767,Design revision,2021-11-04
1204,2,CO-1204-2-380,21426,Design revision,2022-03-19
1204,3,CO-1204-3-214,41709,Client request,2022-06-14
1204,5,CO-1204-5-577,15264,Design revision,2023-03-21
1205,2,CO-1205-2-480,23022,Client request,2016-03-11
1205,2,CO-1205-2-839,36671,Unforeseen conditions,2016-03-25
1205,4,CO-1205-4-513,23316,Scope change,2016-08-14
1205,5,CO-1205-5-379,16409,Scope change,2016-10-27
1205,5,CO-1205-5-956,43058,Unforeseen conditions,2016-10-30
1205,5,CO-1205-5-199,18994,Unforeseen conditions,2016-11-03
1205,5,CO-1205-5-872,14949,Client request,2016-11-04
1205,5,CO-1205-5-553,33059,Scope change,2016-11-09
1206,1,CO-1206-1-164,27358,Design revision,1998-05-13
1206,1,CO-1206-1-143,21561,Unforeseen conditions,1998-05-21
1206,3,CO-1206-3-938,27536,Client request,1998-09-23
1206,3,CO-1206-3-681,23185,Scope change,1998-09-30
1206,4,CO-1206-4-929,16156,Unforeseen conditions,1998-12-01
1206,5,CO-1206-5-666,32083,Client request,1999-01-24
1207,2,CO-1207-2-641,30002,Design revision,2014-09-17
1207,3,CO-1207-3-174,21901,Client request,2014-12-14
1207,3,CO-1207-3-698,33130,Unforeseen conditions,2014-12-24
1207,3,CO-1207-3-839,44898,Scope change,2014-12-29
1207,4,CO-1207-4-378,11527,Design revision,2015-03-14
1207,4,CO-1207-4-896,48849,Scope change,2015-02-23
1207,5,CO-1207-5-651,21983,Scope change,2015-06-03
1208,1,CO-1208-1-571,31124,Client request,2019-08-26
1208,2,CO-1208-2-761,13375,Client request,2019-12-05
1208,3,CO-1208-3-912,19814,Design revision,2020-03-10
1209,2,CO-1209-2-796,21666,Unforeseen conditions,2001-03-02
1209,3,CO-1209-3-372,23052,Unforeseen conditions,2001-06-30
1209,5,CO-1209-5-692,49195,Scope change,2002-03-20
1209,5,CO-1209-5-290,23805,Client request,2002-03-23
1210,1,CO-1210-1-921,10332,Design revision,1999-09-07
1210,2,CO-1210-2-498,11892,Client request,1999-11-15
1210,3,CO-1210-3-164,36430,Unforeseen conditions,2000-03-02
1210,5,CO-1210-5-608,37440,Scope change,2000-08-24
1211,1,CO-1211-1-713,23462,Scope change,2017-08-26
1211,1,CO-1211-1-200,23148,Design revision,2017-08-29
1211,3,CO-1211-3-121,29123,Scope change,2018-02-08
1212,1,CO-1212-1-277,42914,Client request,2000-06-13
1212,2,CO-1212-2-353,10918,Design revision,2000-08-03
1212,2,CO-1212-2-150,24985,Unforeseen conditions,2000-08-07
1212,3,CO-1212-3-497,26055,Design revision,2000-10-15
1212,4,CO-1212-4-339,46171,Client request,2001-01-12
1213,2,CO-1213-2-674,27832,Design revision,2008-10-17
1213,2,CO-1213-2-114,40582,Unforeseen conditions,2008-10-20
1213,3,CO-1213-3-977,10988,Client request,2009-02-07
1213,3,CO-1213-3-220,47960,Scope change,2009-02-03
1213,5,CO-1213-5-124,31158,Scope change,2009-09-21
1213,5,CO-1213-5-769,14761,Scope change,2009-09-26
1214,1,CO-1214-1-545,38139,Client request,2015-07-22
1214,4,CO-1214-4-467,38626,Client request,2016-05-03
1215,2,CO-1215-2-746,22618,Client request,2011-11-06
1215,3,CO-1215-3-518,40972,Unforeseen conditions,2012-03-17
1215,4,CO-1215-4-603,20999,Client request,2012-08-11
1215,4,CO-1215-4-135,18188,Scope change,2012-08-04
1215,5,CO-1215-5-968,40793,Unforeseen conditions,2012-12-02
1216,2,CO-1216-2-567,14869,Client request,2016-12-28
1216,2,CO-1216-2-110,22567,Design revision,2016-12-28
1216,4,CO-1216-4-767,11818,Design revision,2017-07-05
1216,4,CO-1216-4-513,30499,Scope change,2017-07-18
1216,5,CO-1216-5-369,17776,Scope change,2017-10-03
1216,5,CO-1216-5-213,18778,Client request,2017-10-09
1217,2,CO-1217-2-696,28317,Unforeseen conditions,2010-01-26
1217,2,CO-1217-2-438,12031,Unforeseen conditions,2010-01-26
1217,4,CO-1217-4-617,10389,Design revision,2010-08-15
1217,5,CO-1217-5-754,40464,Scope change,2010-12-11
1218,1,CO-1218-1-675,19926,Client request,2004-11-27
1218,2,CO-1218-2-398,33276,Unforeseen conditions,2005-02-11
1218,5,CO-1218-5-805,13641,Scope change,2005-10-26
1219,2,CO-1219-2-212,38528,Unforeseen conditions,2001-01-27
1219,2,CO-1219-2-258,10338,Scope change,2001-01-31
1219,3,CO-1219-3-475,25592,Client request,2001-04-14
1219,3,CO-1219-3-284,25278,Scope change,2001-04-27
1219,4,CO-1219-4-651,18796,Scope change,2001-06-27
1220,2,CO-1220-2-169,25140,Scope change,2022-01-04
1220,2,CO-1220-2-763,18800,Scope change,2022-01-13
1220,3,CO-1220-3-920,48237,Scope change,2022-06-22
1220,3,CO-1220-3-376,13799,Design revision,2022-06-07
1220,5,CO-1220-5-248,45135,Unforeseen conditions,2023-02-18
1221,2,CO-1221-2-987,17759,Scope change,2021-12-31
1221,3,CO-1221-3-689,13815,Unforeseen conditions,2022-05-09
1221,4,CO-1221-4-809,45795,Design revision,2022-09-12
1221,4,CO-1221-4-181,17791,Scope change,2022-09-01
1221,4,CO-1221-4-819,49218,Scope change,2022-09-03
1221,5,CO-1221-5-457,43014,Client request,2023-01-02
1222,1,CO-1222-1-949,43772,Client request,2010-05-01
1222,1,CO-1222-1-365,46928,Client request,2010-04-23
1222,2,CO-1222-2-416,19689,Client request,2010-07-27
1222,2,CO-1222-2-988,10124,Design revision,2010-08-06
1222,2,CO-1222-2-217,34224,Design revision,2010-07-21
1222,4,CO-1222-4-735,29975,Unforeseen conditions,2011-01-14
1222,5,CO-1222-5-175,45093,Client request,2011-04-16
1222,5,CO-1222-5-496,11071,Design revision,2011-04-22
1223,1,CO-1223-1-221,43371,Design revision,2011-02-04
1223,2,CO-1223-2-979,41159,Client request,2011-07-14
1223,3,CO-1223-3-609,10736,Design revision,2011-11-04
1224,1,CO-1224-1-543,15438,Client request,2020-11-18
1224,3,CO-1224-3-920,34296,Client request,2021-03-23
1225,2,CO-1225-2-828,18887,Design revision,2007-03-16
1225,2,CO-1225-2-244,20690,Scope change,2007-03-04
1225,2,CO-1225-2-629,29198,Scope change,2007-03-05
1225,5,CO-1225-5-925,35496,Design revision,2007-08-11
1226,1,CO-1226-1-558,31035,Unforeseen conditions,2010-03-19
1226,2,CO-1226-2-394,34545,Client request,2010-07-26
1226,3,CO-1226-3-272,11657,Design revision,2010-11-13
1226,3,CO-1226-3-901,49313,Client request,2010-11-25
1226,3,CO-1226-3-730,16381,Design revision,2010-11-23
1227,1,CO-1227-1-963,28016,Design revision,2014-01-07
1227,2,CO-1227-2-508,20845,Design revision,2014-04-26
1227,3,CO-1227-3-810,44375,Design revision,2014-08-11
1227,4,CO-1227-4-135,12186,Design revision,2014-10-18
1227,5,CO-1227-5-827,30620,Client request,2015-01-12
1228,1,CO-1228-1-721,26734,Client request,2005-02-21
1228,1,CO-1228-1-221,11868,Client request,2005-02-24
1228,2,CO-1228-2-861,27047,Scope change,2005-07-21
1228,3,CO-1228-3-331,38325,Scope change,2005-11-17
1228,3,CO-1228-3-701,45532,Unforeseen conditions,2005-11-20
1228,3,CO-1228-3-858,25925,Scope change,2005-11-16
1229,2,CO-1229-2-714,42613,Scope change,2006-10-05
1229,4,CO-1229-4-852,36796,Design revision,2006-12-30
1229,4,CO-1229-4-449,44772,Design revision,2006-12-25
1229,4,CO-1229-4-884,41264,Scope change,2007-01-02
1229,5,CO-1229-5-949,14347,Design revision,2007-03-02
1230,1,CO-1230-1-412,46292,Client request,2008-11-14
1230,1,CO-1230-1-421,15837,Design revision,2008-11-13
1230,1,CO-1230-1-881,21449,Design revision,2008-11-07
1230,2,CO-1230-2-769,12882,Scope change,2009-02-26
1230,3,CO-1230-3-796,28037,Scope change,2009-06-07
1230,3,CO-1230-3-447,29200,Unforeseen conditions,2009-06-03
1230,5,CO-1230-5-424,30035,Design revision,2010-01-15
1230,5,CO-1230-5-273,30879,Client request,2010-01-28
1230,5,CO-1230-5-112,49154,Design revision,2010-01-25
1231,1,CO-1231-1-370,46384,Scope change,2020-12-23
